key,wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level
CO_05_05809,Q544083,,CO,Colombia,05,Antioquia,05809,Titiribí,CO,COL,2
CO_05_05819,Q2078498,,CO,Colombia,05,Antioquia,05819,Toledo,CO,COL,2
CO_05_05837,Q727559,,CO,Colombia,05,Antioquia,05837,Turbo,CO,COL,2
CO_05_05842,Q1578712,,CO,Colombia,05,Antioquia,05842,Uramita,CO,COL,2
CO_05_05847,Q1026557,,CO,Colombia,05,Antioquia,05847,Urrao,CO,COL,2
CO_05_05854,Q1525117,,CO,Colombia,05,Antioquia,05854,Valdivia,CO,COL,2
CO_05_05856,Q600927,,CO,Colombia,05,Antioquia,05856,Valparaíso,CO,COL,2
CO_05_05858,Q1576012,,CO,Colombia,05,Antioquia,05858,Vegachí,CO,COL,2
CO_05_05861,Q525532,,CO,Colombia,05,Antioquia,05861,Venecia,CO,COL,2
CO_05_05873,Q1655819,,CO,Colombia,05,Antioquia,05873,Vigía Del Fuerte,CO,COL,2
CO_05_05885,Q1576665,,CO,Colombia,05,Antioquia,05885,Yalí,CO,COL,2
CO_05_05887,Q972405,,CO,Colombia,05,Antioquia,05887,Yarumal,CO,COL,2
CO_05_05890,Q367639,,CO,Colombia,05,Antioquia,05890,Yolombó,CO,COL,2
CO_05_05893,Q1526021,,CO,Colombia,05,Antioquia,05893,Yondó,CO,COL,2
CO_05_05895,Q1441664,,CO,Colombia,05,Antioquia,05895,Zaragoza,CO,COL,2
CO_08,Q230882,,CO,Colombia,08,Atlántico,,,CO,COL,1
CO_08_08001,Q62823,,CO,Colombia,08,Atlántico,08001,Barranquilla,CO,COL,2
CO_08_08078,Q979097,,CO,Colombia,08,Atlántico,08078,Baranoa,CO,COL,2
CO_08_08137,Q2279534,,CO,Colombia,08,Atlántico,08137,Campo De La Cruz,CO,COL,2
CO_08_08141,Q1023776,,CO,Colombia,08,Atlántico,08141,Candelaria,CO,COL,2
CO_08_08296,Q2307260,,CO,Colombia,08,Atlántico,08296,Galapa,CO,COL,2
CO_08_08372,Q2320402,,CO,Colombia,08,Atlántico,08372,Juan De Acosta,CO,COL,2
CO_08_08421,Q2308661,,CO,Colombia,08,Atlántico,08421,Luruaco,CO,COL,2
CO_08_08433,Q568597,,CO,Colombia,08,Atlántico,08433,Malambo,CO,COL,2
CO_08_08436,Q2432352,,CO,Colombia,08,Atlántico,08436,Manatí,CO,COL,2
CO_08_08520,Q1023805,,CO,Colombia,08,Atlántico,08520,Palmar De Varela,CO,COL,2
CO_08_08549,Q2320388,,CO,Colombia,08,Atlántico,08549,Piojó,CO,COL,2
CO_08_08558,Q1526194,,CO,Colombia,08,Atlántico,08558,Polonuevo,CO,COL,2
CO_08_08560,Q512871,,CO,Colombia,08,Atlántico,08560,Ponedera,CO,COL,2
CO_08_08573,Q2186176,,CO,Colombia,08,Atlántico,08573,Puerto Colombia,CO,COL,2
CO_08_08606,Q2320315,,CO,Colombia,08,Atlántico,08606,Repelón,CO,COL,2
CO_08_08634,Q2433625,,CO,Colombia,08,Atlántico,08634,Sabanagrande,CO,COL,2
CO_08_08638,Q1027007,,CO,Colombia,08,Atlántico,08638,Sabanalarga,CO,COL,2
CO_08_08675,Q1867062,,CO,Colombia,08,Atlántico,08675,Santa Lucía,CO,COL,2
CO_08_08685,Q2434309,,CO,Colombia,08,Atlántico,08685,Santo Tomás,CO,COL,2
CO_08_08758,Q767071,,CO,Colombia,08,Atlántico,08758,Soledad,CO,COL,2
CO_08_08770,Q1449926,,CO,Colombia,08,Atlántico,08770,Suan,CO,COL,2
CO_08_08832,Q1932814,,CO,Colombia,08,Atlántico,08832,Tubará,CO,COL,2
CO_08_08849,Q2084023,,CO,Colombia,08,Atlántico,08849,Usiacurí,CO,COL,2
CO_11,Q2841,,CO,Colombia,11,Bogotá D.C.,,,CO,COL,1
CO_11_11001,Q2841,,CO,Colombia,11,Bogotá D.C.,11001,Bogotá D.C.,CO,COL,2
CO_13,Q230597,,CO,Colombia,13,Bolívar,,,CO,COL,1
CO_13_13001,Q657461,,CO,Colombia,13,Bolívar,13001,Cartagena De Indias,CO,COL,2
CO_13_13006,Q933580,,CO,Colombia,13,Bolívar,13006,Achí,CO,COL,2
CO_13_13030,Q444511,,CO,Colombia,13,Bolívar,13030,Altos Del Rosario,CO,COL,2
CO_13_13042,Q641599,,CO,Colombia,13,Bolívar,13042,Arenal,CO,COL,2
CO_13_13052,Q671427,,CO,Colombia,13,Bolívar,13052,Arjona,CO,COL,2
CO_13_13062,Q513501,,CO,Colombia,13,Bolívar,13062,Arroyohondo,CO,COL,2
CO_13_13074,Q1525685,,CO,Colombia,13,Bolívar,13074,Barranco De Loba,CO,COL,2
CO_13_13140,Q476071,,CO,Colombia,13,Bolívar,13140,Calamar,CO,COL,2
CO_13_13160,Q1576351,,CO,Colombia,13,Bolívar,13160,Cantagallo,CO,COL,2
CO_13_13188,Q1579035,,CO,Colombia,13,Bolívar,13188,Cicuco,CO,COL,2
CO_13_13212,Q1150886,,CO,Colombia,13,Bolívar,13212,Córdoba,CO,COL,2
CO_13_13222,Q1524792,,CO,Colombia,13,Bolívar,13222,Clemencia,CO,COL,2
CO_13_13244,Q1323930,,CO,Colombia,13,Bolívar,13244,El Carmen De Bolívar,CO,COL,2
CO_13_13248,Q1576366,,CO,Colombia,13,Bolívar,13248,El Guamo,CO,COL,2
CO_13_13268,Q662799,,CO,Colombia,13,Bolívar,13268,El Peñón,CO,COL,2
CO_13_13300,Q369599,,CO,Colombia,13,Bolívar,13300,Hatillo De Loba,CO,COL,2
CO_13_13430,Q1011196,,CO,Colombia,13,Bolívar,13430,Magangué,CO,COL,2
CO_13_13433,Q1440795,,CO,Colombia,13,Bolívar,13433,Mahates,CO,COL,2
CO_13_13440,Q1575498,,CO,Colombia,13,Bolívar,13440,Margarita,CO,COL,2
CO_13_13442,Q597264,,CO,Colombia,13,Bolívar,13442,María La Baja,CO,COL,2
CO_13_13458,Q1526097,,CO,Colombia,13,Bolívar,13458,Montecristo,CO,COL,2
CO_13_13468,Q740288,,CO,Colombia,13,Bolívar,13468,Santa Cruz De Mompox,CO,COL,2
CO_13_13473,Q2432408,,CO,Colombia,13,Bolívar,13473,Morales,CO,COL,2
CO_13_13490,Q2565188,,CO,Colombia,13,Bolívar,13490,Norosí,CO,COL,2
CO_13_13549,Q1442317,,CO,Colombia,13,Bolívar,13549,Pinillos,CO,COL,2
CO_13_13580,Q1577604,,CO,Colombia,13,Bolívar,13580,Regidor,CO,COL,2
CO_13_13600,Q1442380,,CO,Colombia,13,Bolívar,13600,Río Viejo,CO,COL,2
CO_13_13620,Q2434056,,CO,Colombia,13,Bolívar,13620,San Cristóbal,CO,COL,2
CO_13_13647,Q1525416,,CO,Colombia,13,Bolívar,13647,San Estanislao,CO,COL,2
CO_13_13650,Q1526065,,CO,Colombia,13,Bolívar,13650,San Fernando,CO,COL,2
CO_13_13654,Q1441919,,CO,Colombia,13,Bolívar,13654,San Jacinto,CO,COL,2
CO_13_13655,Q1576322,,CO,Colombia,13,Bolívar,13655,San Jacinto Del Cauca,CO,COL,2
CO_13_13657,Q1822959,,CO,Colombia,13,Bolívar,13657,San Juan Nepomuceno,CO,COL,2
CO_13_13667,Q1525726,,CO,Colombia,13,Bolívar,13667,San Martín De Loba,CO,COL,2
CO_13_13670,Q1440762,,CO,Colombia,13,Bolívar,13670,San Pablo,CO,COL,2
CO_13_13673,Q1525304,,CO,Colombia,13,Bolívar,13673,Santa Catalina,CO,COL,2
CO_13_13683,Q1526264,,CO,Colombia,13,Bolívar,13683,Santa Rosa,CO,COL,2
CO_13_13688,Q1256676,,CO,Colombia,13,Bolívar,13688,Santa Rosa Del Sur,CO,COL,2
CO_13_13744,Q1525774,,CO,Colombia,13,Bolívar,13744,Simití,CO,COL,2
CO_13_13760,Q1575590,,CO,Colombia,13,Bolívar,13760,Soplaviento,CO,COL,2
CO_13_13780,Q1576337,,CO,Colombia,13,Bolívar,13780,Talaigua Nuevo,CO,COL,2
CO_13_13810,Q1526147,,CO,Colombia,13,Bolívar,13810,Tiquisio,CO,COL,2
CO_13_13836,Q2080243,,CO,Colombia,13,Bolívar,13836,Turbaco,CO,COL,2
CO_13_13838,Q1526061,,CO,Colombia,13,Bolívar,13838,Turbaná,CO,COL,2
CO_13_13873,Q2433377,,CO,Colombia,13,Bolívar,13873,Villanueva,CO,COL,2
CO_13_13894,Q746961,,CO,Colombia,13,Bolívar,13894,Zambrano,CO,COL,2
CO_15,Q121233,,CO,Colombia,15,Boyacá,,,CO,COL,1
CO_15_15001,Q236744,,CO,Colombia,15,Boyacá,15001,Tunja,CO,COL,2
CO_15_15022,Q1656170,,CO,Colombia,15,Boyacá,15022,Almeida,CO,COL,2
CO_15_15047,Q1526099,,CO,Colombia,15,Boyacá,15047,Aquitania,CO,COL,2
CO_15_15051,Q1654728,,CO,Colombia,15,Boyacá,15051,Arcabuco,CO,COL,2
CO_15_15087,Q1575687,,CO,Colombia,15,Boyacá,15087,Belén,CO,COL,2
CO_15_15090,Q1656286,,CO,Colombia,15,Boyacá,15090,Berbeo,CO,COL,2
CO_15_15092,Q1654814,,CO,Colombia,15,Boyacá,15092,Betéitiva,CO,COL,2
CO_15_15097,Q1576227,,CO,Colombia,15,Boyacá,15097,Boavita,CO,COL,2
CO_15_15104,Q1654749,,CO,Colombia,15,Boyacá,15104,Boyacá,CO,COL,2
CO_15_15106,Q2430372,,CO,Colombia,15,Boyacá,15106,Briceño,CO,COL,2
CO_15_15109,Q1879585,,CO,Colombia,15,Boyacá,15109,Buenavista,CO,COL,2
CO_15_15114,Q1654742,,CO,Colombia,15,Boyacá,15114,Busbanzá,CO,COL,2
CO_15_15131,Q2430634,,CO,Colombia,15,Boyacá,15131,Caldas,CO,COL,2
CO_15_15135,Q1656329,,CO,Colombia,15,Boyacá,15135,Campohermoso,CO,COL,2
CO_15_15162,Q1654487,,CO,Colombia,15,Boyacá,15162,Cerinza,CO,COL,2
CO_15_15172,Q1654938,,CO,Colombia,15,Boyacá,15172,Chinavita,CO,COL,2
CO_15_15176,Q951897,,CO,Colombia,15,Boyacá,15176,Chiquinquirá,CO,COL,2
CO_15_15180,Q1654579,,CO,Colombia,15,Boyacá,15180,Chiscas,CO,COL,2
CO_15_15183,Q1575553,,CO,Colombia,15,Boyacá,15183,Chita,CO,COL,2
CO_15_15185,Q1574783,,CO,Colombia,15,Boyacá,15185,Chitaraque,CO,COL,2
CO_15_15187,Q1654780,,CO,Colombia,15,Boyacá,15187,Chivatá,CO,COL,2
CO_15_15189,Q2431058,,CO,Colombia,15,Boyacá,15189,Ciénega,CO,COL,2
CO_15_15204,Q1525695,,CO,Colombia,15,Boyacá,15204,Cómbita,CO,COL,2
CO_15_15212,Q10749881,,CO,Colombia,15,Boyacá,15212,Coper,CO,COL,2
CO_15_15215,Q928725,,CO,Colombia,15,Boyacá,15215,Corrales,CO,COL,2
CO_15_15218,Q1654501,,CO,Colombia,15,Boyacá,15218,Covarachía,CO,COL,2
CO_15_15223,Q1576256,,CO,Colombia,15,Boyacá,15223,Cubará,CO,COL,2
CO_15_15224,Q1654879,,CO,Colombia,15,Boyacá,15224,Cucaita,CO,COL,2
CO_15_15226,Q1654830,,CO,Colombia,15,Boyacá,15226,Cuítiva,CO,COL,2
CO_15_15232,Q1575485,,CO,Colombia,15,Boyacá,15232,Chíquiza,CO,COL,2
CO_15_15236,Q1656250,,CO,Colombia,15,Boyacá,15236,Chivor,CO,COL,2
CO_15_15238,Q1011125,,CO,Colombia,15,Boyacá,15238,Duitama,CO,COL,2
CO_15_15244,Q1655984,,CO,Colombia,15,Boyacá,15244,El Cocuy,CO,COL,2
CO_15_15248,Q1654603,,CO,Colombia,15,Boyacá,15248,El Espino,CO,COL,2
CO_15_15272,Q1579392,,CO,Colombia,15,Boyacá,15272,Firavitoba,CO,COL,2
CO_15_15276,Q1656297,,CO,Colombia,15,Boyacá,15276,Floresta,CO,COL,2
CO_15_15293,Q1656242,,CO,Colombia,15,Boyacá,15293,Gachantivá,CO,COL,2
CO_15_15296,Q1654547,,CO,Colombia,15,Boyacá,15296,Gámeza,CO,COL,2
CO_15_15299,Q1524837,,CO,Colombia,15,Boyacá,15299,Garagoa,CO,COL,2
CO_15_15317,Q963379,,CO,Colombia,15,Boyacá,15317,Guacamayas,CO,COL,2
CO_15_15322,Q1577072,,CO,Colombia,15,Boyacá,15322,Guateque,CO,COL,2
CO_15_15325,Q1577926,,CO,Colombia,15,Boyacá,15325,Guayatá,CO,COL,2
CO_15_15332,Q1577669,,CO,Colombia,15,Boyacá,15332,Güicán De La Sierra,CO,COL,2
CO_15_15362,Q1655524,,CO,Colombia,15,Boyacá,15362,Iza,CO,COL,2
CO_15_15367,Q1577759,,CO,Colombia,15,Boyacá,15367,Jenesano,CO,COL,2
CO_15_15368,Q2408710,,CO,Colombia,15,Boyacá,15368,Jericó,CO,COL,2
CO_15_15377,Q1654772,,CO,Colombia,15,Boyacá,15377,Labranzagrande,CO,COL,2
CO_15_15380,Q1654986,,CO,Colombia,15,Boyacá,15380,La Capilla,CO,COL,2
CO_15_15401,Q2192512,,CO,Colombia,15,Boyacá,15401,La Victoria,CO,COL,2
CO_15_15403,Q1654706,,CO,Colombia,15,Boyacá,15403,La Uvita,CO,COL,2
CO_15_15407,Q1409503,,CO,Colombia,15,Boyacá,15407,Villa De Leyva,CO,COL,2
CO_15_15425,Q1656366,,CO,Colombia,15,Boyacá,15425,Macanal,CO,COL,2
CO_15_15442,Q1574705,,CO,Colombia,15,Boyacá,15442,Maripí,CO,COL,2
CO_15_15455,Q2266341,,CO,Colombia,15,Boyacá,15455,Miraflores,CO,COL,2
CO_15_15464,Q1656199,,CO,Colombia,15,Boyacá,15464,Mongua,CO,COL,2
CO_15_15466,Q1654539,,CO,Colombia,15,Boyacá,15466,Monguí,CO,COL,2
CO_15_15469,Q1440715,,CO,Colombia,15,Boyacá,15469,Moniquirá,CO,COL,2
CO_15_15476,Q1577790,,CO,Colombia,15,Boyacá,15476,Motavita,CO,COL,2
CO_15_15480,Q1431785,,CO,Colombia,15,Boyacá,15480,Muzo,CO,COL,2
CO_15_15491,Q1524817,,CO,Colombia,15,Boyacá,15491,Nobsa,CO,COL,2
CO_15_15494,Q1577145,,CO,Colombia,15,Boyacá,15494,Nuevo Colón,CO,COL,2
CO_15_15500,Q1656214,,CO,Colombia,15,Boyacá,15500,Oicatá,CO,COL,2
CO_15_15507,Q1577588,,CO,Colombia,15,Boyacá,15507,Otanche,CO,COL,2
CO_15_15511,Q1654528,,CO,Colombia,15,Boyacá,15511,Pachavita,CO,COL,2
CO_15_15514,Q2433466,,CO,Colombia,15,Boyacá,15514,Páez,CO,COL,2
CO_15_15516,Q1391867,,CO,Colombia,15,Boyacá,15516,Paipa,CO,COL,2
CO_15_15518,Q935494,,CO,Colombia,15,Boyacá,15518,Pajarito,CO,COL,2
CO_15_15522,Q1656207,,CO,Colombia,15,Boyacá,15522,Panqueba,CO,COL,2
CO_15_15531,Q1577120,,CO,Colombia,15,Boyacá,15531,Pauna,CO,COL,2
CO_15_15533,Q2022761,,CO,Colombia,15,Boyacá,15533,Paya,CO,COL,2
CO_15_15537,Q2279482,,CO,Colombia,15,Boyacá,15537,Paz De Río,CO,COL,2
CO_15_15542,Q1575463,,CO,Colombia,15,Boyacá,15542,Pesca,CO,COL,2
CO_15_15550,Q1656260,,CO,Colombia,15,Boyacá,15550,Pisba,CO,COL,2
CO_15_15572,Q2335098,,CO,Colombia,15,Boyacá,15572,Puerto Boyacá,CO,COL,2
CO_15_15580,Q1575472,,CO,Colombia,15,Boyacá,15580,Quípama,CO,COL,2
CO_15_15599,Q1575682,,CO,Colombia,15,Boyacá,15599,Ramiriquí,CO,COL,2
CO_15_15600,Q1526054,,CO,Colombia,15,Boyacá,15600,Ráquira,CO,COL,2
CO_15_15621,Q1654613,,CO,Colombia,15,Boyacá,15621,Rondón,CO,COL,2
CO_15_15632,Q1525813,,CO,Colombia,15,Boyacá,15632,Saboyá,CO,COL,2
CO_15_15638,Q1656093,,CO,Colombia,15,Boyacá,15638,Sáchica,CO,COL,2
CO_15_15646,Q1526091,,CO,Colombia,15,Boyacá,15646,Samacá,CO,COL,2
CO_15_15660,Q1656180,,CO,Colombia,15,Boyacá,15660,San Eduardo,CO,COL,2
CO_15_15664,Q1576405,,CO,Colombia,15,Boyacá,15664,San José De Pare,CO,COL,2
CO_15_15667,Q1577001,,CO,Colombia,15,Boyacá,15667,San Luis De Gaceno,CO,COL,2
CO_15_15673,Q1654673,,CO,Colombia,15,Boyacá,15673,San Mateo,CO,COL,2
CO_15_15676,Q1656150,,CO,Colombia,15,Boyacá,15676,San Miguel De Sema,CO,COL,2
CO_15_15681,Q1575910,,CO,Colombia,15,Boyacá,15681,San Pablo De Borbur,CO,COL,2
CO_15_15686,Q1575506,,CO,Colombia,15,Boyacá,15686,Santana,CO,COL,2
CO_15_15690,Q2434307,,CO,Colombia,15,Boyacá,15690,Santa María,CO,COL,2
CO_15_15693,Q1526329,,CO,Colombia,15,Boyacá,15693,Santa Rosa De Viterbo,CO,COL,2
CO_15_15696,Q1654858,,CO,Colombia,15,Boyacá,15696,Santa Sofía,CO,COL,2
CO_15_15720,Q1654912,,CO,Colombia,15,Boyacá,15720,Sativanorte,CO,COL,2
CO_15_15723,Q1656373,,CO,Colombia,15,Boyacá,15723,Sativasur,CO,COL,2
CO_15_15740,Q1576379,,CO,Colombia,15,Boyacá,15740,Siachoque,CO,COL,2
CO_15_15753,Q1577643,,CO,Colombia,15,Boyacá,15753,Soatá,CO,COL,2
CO_15_15755,Q1576416,,CO,Colombia,15,Boyacá,15755,Socotá,CO,COL,2
CO_15_15757,Q1574712,,CO,Colombia,15,Boyacá,15757,Socha,CO,COL,2
CO_15_15759,Q989996,,CO,Colombia,15,Boyacá,15759,Sogamoso,CO,COL,2
CO_15_15761,Q1654735,,CO,Colombia,15,Boyacá,15761,Somondoco,CO,COL,2
CO_15_15762,Q1655051,,CO,Colombia,15,Boyacá,15762,Sora,CO,COL,2
CO_15_15763,Q1579502,,CO,Colombia,15,Boyacá,15763,Sotaquirá,CO,COL,2
CO_15_15764,Q1576242,,CO,Colombia,15,Boyacá,15764,Soracá,CO,COL,2
CO_15_15774,Q1656233,,CO,Colombia,15,Boyacá,15774,Susacón,CO,COL,2
CO_15_15776,Q1576393,,CO,Colombia,15,Boyacá,15776,Sutamarchán,CO,COL,2
CO_15_15778,Q1654861,,CO,Colombia,15,Boyacá,15778,Sutatenza,CO,COL,2
CO_15_15790,Q1574813,,CO,Colombia,15,Boyacá,15790,Tasco,CO,COL,2
CO_15_15798,Q1654622,,CO,Colombia,15,Boyacá,15798,Tenza,CO,COL,2
CO_15_15804,Q1579430,,CO,Colombia,15,Boyacá,15804,Tibaná,CO,COL,2
CO_15_15806,Q1525713,,CO,Colombia,15,Boyacá,15806,Tibasosa,CO,COL,2
CO_15_15808,Q1654591,,CO,Colombia,15,Boyacá,15808,Tinjacá,CO,COL,2
CO_15_15810,Q1654480,,CO,Colombia,15,Boyacá,15810,Tipacoque,CO,COL,2
CO_15_15814,Q514196,,CO,Colombia,15,Boyacá,15814,Toca,CO,COL,2
CO_15_15816,Q1654994,,CO,Colombia,15,Boyacá,15816,Togüí,CO,COL,2
CO_15_15820,Q1656317,,CO,Colombia,15,Boyacá,15820,Tópaga,CO,COL,2
CO_15_15822,Q517235,,CO,Colombia,15,Boyacá,15822,Tota,CO,COL,2
CO_15_15832,Q1654497,,CO,Colombia,15,Boyacá,15832,Tununguá,CO,COL,2
CO_15_15835,Q927087,,CO,Colombia,15,Boyacá,15835,Turmequé,CO,COL,2
CO_15_15837,Q742239,,CO,Colombia,15,Boyacá,15837,Tuta,CO,COL,2
CO_15_15839,Q735698,,CO,Colombia,15,Boyacá,15839,Tutazá,CO,COL,2
CO_15_15842,Q1576294,,CO,Colombia,15,Boyacá,15842,Úmbita,CO,COL,2
CO_15_15861,Q1525707,,CO,Colombia,15,Boyacá,15861,Ventaquemada,CO,COL,2
CO_15_15879,Q1655106,,CO,Colombia,15,Boyacá,15879,Viracachá,CO,COL,2
CO_15_15897,Q1654785,,CO,Colombia,15,Boyacá,15897,Zetaquira,CO,COL,2
CO_17,Q230607,,CO,Colombia,17,Caldas,,,CO,COL,1
CO_17_17001,Q235190,,CO,Colombia,17,Caldas,17001,Manizales,CO,COL,2
CO_17_17013,Q1442012,,CO,Colombia,17,Caldas,17013,Aguadas,CO,COL,2
CO_17_17042,Q547678,,CO,Colombia,17,Caldas,17042,Anserma,CO,COL,2
CO_17_17050,Q1525243,,CO,Colombia,17,Caldas,17050,Aranzazu,CO,COL,2
CO_17_17088,Q1525292,,CO,Colombia,17,Caldas,17088,Belalcázar,CO,COL,2
CO_17_17174,Q1073678,,CO,Colombia,17,Caldas,17174,Chinchiná,CO,COL,2
CO_17_17272,Q1525422,,CO,Colombia,17,Caldas,17272,Filadelfia,CO,COL,2
CO_17_17380,Q2279516,,CO,Colombia,17,Caldas,17380,La Dorada,CO,COL,2
CO_17_17388,Q1574759,,CO,Colombia,17,Caldas,17388,La Merced,CO,COL,2
CO_17_17433,Q1442335,,CO,Colombia,17,Caldas,17433,Manzanares,CO,COL,2
CO_17_17442,Q1577890,,CO,Colombia,17,Caldas,17442,Marmato,CO,COL,2
CO_17_17444,Q925735,,CO,Colombia,17,Caldas,17444,Marquetalia,CO,COL,2
CO_17_17446,Q1654886,,CO,Colombia,17,Caldas,17446,Marulanda,CO,COL,2
CO_17_17486,Q1393029,,CO,Colombia,17,Caldas,17486,Neira,CO,COL,2
CO_17_17495,Q921734,,CO,Colombia,17,Caldas,17495,Norcasia,CO,COL,2
CO_17_17513,Q1526108,,CO,Colombia,17,Caldas,17513,Pácora,CO,COL,2
CO_17_17524,Q1524756,,CO,Colombia,17,Caldas,17524,Palestina,CO,COL,2
CO_17_17541,Q1440753,,CO,Colombia,17,Caldas,17541,Pensilvania,CO,COL,2
CO_17_17614,Q1093015,,CO,Colombia,17,Caldas,17614,Riosucio,CO,COL,2
CO_17_17616,Q536797,,CO,Colombia,17,Caldas,17616,Risaralda,CO,COL,2
CO_17_17653,Q610524,,CO,Colombia,17,Caldas,17653,Salamina,CO,COL,2
CO_17_17662,Q726717,,CO,Colombia,17,Caldas,17662,Samaná,CO,COL,2
CO_17_17665,Q1574774,,CO,Colombia,17,Caldas,17665,San José,CO,COL,2
CO_17_17777,Q1441985,,CO,Colombia,17,Caldas,17777,Supía,CO,COL,2
CO_17_17867,Q586109,,CO,Colombia,17,Caldas,17867,Victoria,CO,COL,2
CO_17_17873,Q961399,,CO,Colombia,17,Caldas,17873,Villamaría,CO,COL,2
CO_17_17877,Q1525310,,CO,Colombia,17,Caldas,17877,Viterbo,CO,COL,2
CO_18,Q13985,,CO,Colombia,18,Caquetá,,,CO,COL,1
CO_18_18001,Q849859,,CO,Colombia,18,Caquetá,18001,Florencia,CO,COL,2
CO_18_18029,Q1576577,,CO,Colombia,18,Caquetá,18029,Albania,CO,COL,2
CO_18_18094,Q1579354,,CO,Colombia,18,Caquetá,18094,Belén De Los Andaquíes,CO,COL,2
CO_18_18150,Q1391874,,CO,Colombia,18,Caquetá,18150,Cartagena Del Chairá,CO,COL,2
CO_18_18205,Q660268,,CO,Colombia,18,Caquetá,18205,Curillo,CO,COL,2
CO_18_18247,Q746033,,CO,Colombia,18,Caquetá,18247,El Doncello,CO,COL,2
CO_18_18256,Q13998,,CO,Colombia,18,Caquetá,18256,El Paujíl,CO,COL,2
CO_18_18410,Q1441926,,CO,Colombia,18,Caquetá,18410,La Montañita,CO,COL,2
CO_18_18460,Q1576645,,CO,Colombia,18,Caquetá,18460,Milán,CO,COL,2
CO_18_18479,Q1654632,,CO,Colombia,18,Caquetá,18479,Morelia,CO,COL,2
CO_18_18592,Q938384,,CO,Colombia,18,Caquetá,18592,Puerto Rico,CO,COL,2
CO_18_18610,Q1525719,,CO,Colombia,18,Caquetá,18610,San José Del Fragua,CO,COL,2
CO_18_18753,Q1642041,,CO,Colombia,18,Caquetá,18753,San Vicente Del Caguán,CO,COL,2
CO_18_18756,Q1525682,,CO,Colombia,18,Caquetá,18756,Solano,CO,COL,2
CO_18_18785,Q1575560,,CO,Colombia,18,Caquetá,18785,Solita,CO,COL,2
CO_18_18860,Q1577776,,CO,Colombia,18,Caquetá,18860,Valparaíso,CO,COL,2
CO_19,Q230602,,CO,Colombia,19,Cauca,,,CO,COL,1
CO_19_19001,Q335135,,CO,Colombia,19,Cauca,19001,Popayán,CO,COL,2
CO_19_19022,Q2308989,,CO,Colombia,19,Cauca,19022,Almaguer,CO,COL,2
CO_19_19050,Q2429884,,CO,Colombia,19,Cauca,19050,Argelia,CO,COL,2
CO_19_19075,Q2309052,,CO,Colombia,19,Cauca,19075,Balboa,CO,COL,2
CO_19_19100,Q1936249,,CO,Colombia,19,Cauca,19100,Bolívar,CO,COL,2
CO_19_19110,Q2025478,,CO,Colombia,19,Cauca,19110,Buenos Aires,CO,COL,2
CO_19_19130,Q1256885,,CO,Colombia,19,Cauca,19130,Cajibío,CO,COL,2
CO_19_19137,Q1391900,,CO,Colombia,19,Cauca,19137,Caldono,CO,COL,2
CO_19_19142,Q2420491,,CO,Colombia,19,Cauca,19142,Caloto,CO,COL,2
CO_19_19212,Q2236398,,CO,Colombia,19,Cauca,19212,Corinto,CO,COL,2
CO_19_19256,Q961294,,CO,Colombia,19,Cauca,19256,El Tambo,CO,COL,2
CO_19_19290,Q2308980,,CO,Colombia,19,Cauca,19290,Florencia,CO,COL,2
CO_19_19300,Q3091297,,CO,Colombia,19,Cauca,19300,Guachené,CO,COL,2
CO_19_19318,Q2432113,,CO,Colombia,19,Cauca,19318,Guapi,CO,COL,2
CO_19_19355,Q1441907,,CO,Colombia,19,Cauca,19355,Inzá,CO,COL,2
CO_19_19364,Q1525285,,CO,Colombia,19,Cauca,19364,Jambaló,CO,COL,2
CO_19_19392,Q508563,,CO,Colombia,19,Cauca,19392,La Sierra,CO,COL,2
CO_19_19397,Q2309024,,CO,Colombia,19,Cauca,19397,La Vega,CO,COL,2
CO_19_19418,Q2297415,,CO,Colombia,19,Cauca,19418,López De Micay,CO,COL,2
CO_19_19450,Q1526078,,CO,Colombia,19,Cauca,19450,Mercaderes,CO,COL,2
CO_19_19455,Q2308999,,CO,Colombia,19,Cauca,19455,Miranda,CO,COL,2
CO_19_19473,Q615597,,CO,Colombia,19,Cauca,19473,Morales,CO,COL,2
CO_19_19513,Q2433292,,CO,Colombia,19,Cauca,19513,Padilla,CO,COL,2
CO_19_19517,Q1391859,,CO,Colombia,19,Cauca,19517,Páez,CO,COL,2
CO_19_19532,Q1256878,,CO,Colombia,19,Cauca,19532,Patía,CO,COL,2
CO_19_19533,Q1579367,,CO,Colombia,19,Cauca,19533,Piamonte,CO,COL,2
CO_19_19548,Q2433349,,CO,Colombia,19,Cauca,19548,Piendamó - Tunía,CO,COL,2
CO_19_19573,Q1256377,,CO,Colombia,19,Cauca,19573,Puerto Tejada,CO,COL,2
CO_19_19585,Q2317482,,CO,Colombia,19,Cauca,19585,Puracé,CO,COL,2
CO_19_19622,Q1525805,,CO,Colombia,19,Cauca,19622,Rosas,CO,COL,2
CO_19_19693,Q2434304,,CO,Colombia,19,Cauca,19693,San Sebastián,CO,COL,2
CO_19_19698,Q1093175,,CO,Colombia,19,Cauca,19698,Santander De Quilichao,CO,COL,2
CO_19_19701,Q2026818,,CO,Colombia,19,Cauca,19701,Santa Rosa,CO,COL,2
