pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,deathstoday,percentdeath,testedtoday,recoveredtoday,percentactive
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-04-2020,258,0,3,258,8376,225,87.21,16060,0,0.00,49.47,0.575,0,1.16,185,0,11.63
13,New Brunswick,Nouveau-Brunswick,30-04-2020,118,0,0,118,13598,114,96.61,17505,0,0.00,15.19,0.000,0,0.00,477,0,3.39
12,Nova Scotia,Nouvelle-Écosse,30-04-2020,947,0,28,947,29421,545,57.55,30287,12,1.28,97.49,2.882,0,2.96,690,16,39.49
11,Prince Edward Island,Île-du-Prince-Édouard,30-04-2020,27,0,0,27,2922,24,88.89,18618,0,0.00,17.20,0.000,0,0.00,112,0,11.11
60,Yukon,Yukon,30-04-2020,11,0,0,11,984,9,81.82,24086,0,0.00,26.93,0.000,0,0.00,11,1,18.18
61,Northwest Territories,Territoires du Nord-Ouest,30-04-2020,5,0,0,5,1629,5,100.00,36341,0,0.00,11.15,0.000,0,0.00,21,0,0.00
62,Nunavut,Nunavut,30-04-2020,0,0,0,0,396,0,N/A,10211,0,0.00,0.00,0.000,0,,4,0,
99,Repatriated travellers,Voyageurs rapatriés,30-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,30-04-2020,53225,11,3184,53236,806449,21424,40.24,21454,1639,3.18,141.63,8.471,188,5.98,26836,1097,53.78
59,British Columbia,Colombie-Britannique,01-05-2020,2145,0,112,2145,75544,1357,63.26,14896,33,1.56,42.30,2.208,1,5.22,2065,35,31.52
48,Alberta,Alberta,01-05-2020,5573,0,92,5573,145420,2359,42.33,33267,218,4.07,127.49,2.105,3,1.65,4360,198,56.02
47,Saskatchewan,Saskatchewan,01-05-2020,415,0,6,415,28417,297,71.57,24196,26,6.68,35.34,0.511,0,1.45,631,2,26.99
46,Manitoba,Manitoba,01-05-2020,268,11,6,279,24975,235,84.23,18237,4,1.45,20.37,0.438,0,2.15,671,15,13.62
35,Ontario,Ontario,01-05-2020,16608,0,1121,16608,284438,10825,65.18,19527,421,2.60,114.01,7.696,39,6.75,15991,620,28.07
24,Quebec,Québec,01-05-2020,28648,0,2022,28648,219367,6700,23.39,25854,1110,4.03,337.63,23.830,163,7.06,5320,401,69.55
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,01-05-2020,259,0,3,259,8545,230,88.80,16384,1,0.39,49.66,0.575,0,1.16,169,5,10.04
13,New Brunswick,Nouveau-Brunswick,01-05-2020,118,0,0,118,13998,116,98.31,18019,0,0.00,15.19,0.000,0,0.00,400,2,1.69
12,Nova Scotia,Nouvelle-Écosse,01-05-2020,959,0,29,959,30149,592,61.73,31037,12,1.27,98.72,2.985,1,3.02,728,47,35.25
11,Prince Edward Island,Île-du-Prince-Édouard,01-05-2020,27,0,0,27,3019,24,88.89,19236,0,0.00,17.20,0.000,0,0.00,97,0,11.11
60,Yukon,Yukon,01-05-2020,11,0,0,11,999,11,100.00,24453,0,0.00,26.93,0.000,0,0.00,15,2,0.00
61,Northwest Territories,Territoires du Nord-Ouest,01-05-2020,5,0,0,5,1629,5,100.00,36341,0,0.00,11.15,0.000,0,0.00,0,0,0.00
62,Nunavut,Nunavut,01-05-2020,0,0,0,0,421,0,N/A,10856,0,0.00,0.00,0.000,0,,25,0,
99,Repatriated travellers,Voyageurs rapatriés,01-05-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,01-05-2020,55050,11,3391,55061,836921,22751,41.32,22265,1825,3.43,146.48,9.021,207,6.16,30472,1327,52.52
59,British Columbia,Colombie-Britannique,02-05-2020,2171,0,114,2171,77904,1376,63.38,15362,26,1.21,42.81,2.248,2,5.25,2360,19,31.37
48,Alberta,Alberta,02-05-2020,5670,0,94,5670,148757,2534,44.69,34030,97,1.74,129.71,2.150,2,1.66,3337,175,53.65
47,Saskatchewan,Saskatchewan,02-05-2020,421,0,6,421,28847,302,71.73,24562,6,1.45,35.85,0.511,0,1.43,430,5,26.84
46,Manitoba,Manitoba,02-05-2020,269,11,6,280,25736,236,84.29,18793,1,0.36,20.45,0.438,0,2.14,761,1,13.57
35,Ontario,Ontario,02-05-2020,17119,0,1176,17119,300210,11390,66.53,20610,511,3.08,117.52,8.073,55,6.87,15772,565,26.60
24,Quebec,Québec,02-05-2020,29656,0,2136,29656,224831,6965,23.49,26498,1008,3.52,349.51,25.174,114,7.20,5464,265,69.31
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-05-2020,259,0,3,259,8716,231,89.19,16712,0,0.00,49.66,0.575,0,1.16,171,1,9.65
13,New Brunswick,Nouveau-Brunswick,02-05-2020,118,0,0,118,14252,118,100.00,18346,0,0.00,15.19,0.000,0,0.00,254,2,0.00
12,Nova Scotia,Nouvelle-Écosse,02-05-2020,963,0,31,963,30774,609,63.24,31680,4,0.42,99.14,3.191,2,3.22,625,17,33.54
11,Prince Edward Island,Île-du-Prince-Édouard,02-05-2020,27,0,0,27,3086,24,88.89,19663,0,0.00,17.20,0.000,0,0.00,67,0,11.11
60,Yukon,Yukon,02-05-2020,11,0,0,11,1019,11,100.00,24942,0,0.00,26.93,0.000,0,0.00,20,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,02-05-2020,5,0,0,5,1682,5,100.00,37523,0,0.00,11.15,0.000,0,0.00,53,0,0.00
62,Nunavut,Nunavut,02-05-2020,0,0,0,0,421,0,N/A,10856,0,0.00,0.00,0.000,0,,0,0,
99,Repatriated travellers,Voyageurs rapatriés,02-05-2020,13,0,,13,76,13,100.00,,0,0.00,,,,,0,13,
1,Canada,Canada,02-05-2020,56703,11,3566,56714,866235,23801,41.97,23045,1653,3.00,150.88,9.487,175,6.29,29314,1050,51.75
59,British Columbia,Colombie-Britannique,03-05-2020,2171,0,114,2171,81061,1376,63.38,15984,0,0.00,42.81,2.248,0,5.25,3157,0,31.37
48,Alberta,Alberta,03-05-2020,5766,0,95,5766,152123,2713,47.05,34800,96,1.69,131.91,2.173,1,1.65,3366,179,51.30
47,Saskatchewan,Saskatchewan,03-05-2020,433,0,6,433,29498,305,70.44,25116,12,2.85,36.87,0.511,0,1.39,651,3,28.18
46,Manitoba,Manitoba,03-05-2020,270,11,6,281,26253,237,84.34,19170,1,0.36,20.52,0.438,0,2.14,517,1,13.52
35,Ontario,Ontario,03-05-2020,17553,0,1216,17553,316796,12005,68.39,21748,434,2.54,120.50,8.348,40,6.93,16586,615,24.68
24,Quebec,Québec,03-05-2020,31865,0,2205,31865,230864,7258,22.78,27209,2209,7.45,375.55,25.987,69,6.92,6033,293,70.30
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-05-2020,259,0,3,259,8819,232,89.58,16909,0,0.00,49.66,0.575,0,1.16,103,1,9.27
13,New Brunswick,Nouveau-Brunswick,03-05-2020,118,0,0,118,14559,118,100.00,18742,0,0.00,15.19,0.000,0,0.00,307,0,0.00
12,Nova Scotia,Nouvelle-Écosse,03-05-2020,971,0,37,971,31192,624,64.26,32111,8,0.83,99.96,3.809,6,3.81,418,15,31.93
11,Prince Edward Island,Île-du-Prince-Édouard,03-05-2020,27,0,0,27,3138,24,88.89,19994,0,0.00,17.20,0.000,0,0.00,52,0,11.11
60,Yukon,Yukon,03-05-2020,11,0,0,11,1023,11,100.00,25040,0,0.00,26.93,0.000,0,0.00,4,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,03-05-2020,5,0,0,5,1697,5,100.00,37857,0,0.00,11.15,0.000,0,0.00,15,0,0.00
62,Nunavut,Nunavut,03-05-2020,0,0,0,0,421,0,N/A,10856,0,0.00,0.00,0.000,0,,0,0,
99,Repatriated travellers,Voyageurs rapatriés,03-05-2020,13,0,0,13,76,13,100.00,,0,0.00,,,0,0.00,0,0,0.00
1,Canada,Canada,03-05-2020,59463,11,3682,59474,897444,24908,41.88,23875,2760,4.87,158.22,9.795,116,6.19,31209,1107,51.93
59,British Columbia,Colombie-Britannique,04-05-2020,2224,0,117,2224,82862,1417,63.71,16339,53,2.44,43.85,2.307,3,5.26,1801,41,31.03
48,Alberta,Alberta,04-05-2020,5836,0,104,5836,152123,2942,50.41,34800,70,1.21,133.51,2.379,9,1.78,0,229,47.81
47,Saskatchewan,Saskatchewan,04-05-2020,467,0,6,467,30171,307,65.74,25689,34,7.85,39.76,0.511,0,1.28,673,2,32.98
46,Manitoba,Manitoba,04-05-2020,270,11,6,281,26857,238,84.70,19611,0,0.00,20.52,0.438,0,2.14,604,1,13.17
35,Ontario,Ontario,04-05-2020,17923,0,1300,17923,330875,12505,69.77,22715,370,2.11,123.04,8.925,84,7.25,14079,500,22.98
24,Quebec,Québec,04-05-2020,32623,0,2280,32623,235136,7578,23.23,27712,758,2.38,384.48,26.871,75,6.99,4272,320,69.78
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,04-05-2020,259,0,3,259,8935,233,89.96,17132,0,0.00,49.66,0.575,0,1.16,116,1,8.88
13,New Brunswick,Nouveau-Brunswick,04-05-2020,118,0,0,118,14559,118,100.00,18742,0,0.00,15.19,0.000,0,0.00,0,0,0.00
12,Nova Scotia,Nouvelle-Écosse,04-05-2020,985,0,38,985,31571,638,64.77,32501,14,1.44,101.40,3.912,1,3.86,379,14,31.37
11,Prince Edward Island,Île-du-Prince-Édouard,04-05-2020,27,0,0,27,3138,25,92.59,19994,0,0.00,17.20,0.000,0,0.00,0,1,7.41
60,Yukon,Yukon,04-05-2020,11,0,0,11,1023,11,100.00,25040,0,0.00,26.93,0.000,0,0.00,0,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,04-05-2020,5,0,0,5,1697,5,100.00,37857,0,0.00,11.15,0.000,0,0.00,0,0,0.00
62,Nunavut,Nunavut,04-05-2020,0,0,0,0,421,0,N/A,10856,0,0.00,0.00,0.000,0,,0,0,
99,Repatriated travellers,Voyageurs rapatriés,04-05-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,04-05-2020,60761,11,3854,60772,919368,26017,42.81,24458,1298,2.18,161.67,10.253,172,6.34,21924,1109,50.85
59,British Columbia,Colombie-Britannique,05-05-2020,2232,0,121,2232,84288,1472,65.95,16620,8,0.36,44.01,2.386,4,5.42,1426,55,28.63
48,Alberta,Alberta,05-05-2020,5893,0,106,5893,157137,3219,54.62,35947,57,0.98,134.81,2.425,2,1.80,5014,277,43.58
47,Saskatchewan,Saskatchewan,05-05-2020,487,0,6,487,30664,310,63.66,26109,20,4.28,41.47,0.511,0,1.23,493,3,35.11
46,Manitoba,Manitoba,05-05-2020,271,11,7,282,27202,238,84.40,19863,1,0.36,20.59,0.511,1,2.48,345,0,13.12
35,Ontario,Ontario,05-05-2020,18310,0,1361,18310,341180,12779,69.79,23422,387,2.16,125.70,9.343,61,7.43,10305,274,22.77
24,Quebec,Québec,05-05-2020,33417,0,2398,33417,239241,7923,23.71,28196,794,2.43,393.84,28.262,118,7.18,4105,345,69.11
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-05-2020,259,0,3,259,9127,241,93.05,17500,0,0.00,49.66,0.575,0,1.16,192,8,5.79
13,New Brunswick,Nouveau-Brunswick,05-05-2020,119,0,0,119,14982,118,99.16,19286,1,0.85,15.32,0.000,0,0.00,423,0,0.84
12,Nova Scotia,Nouvelle-Écosse,05-05-2020,991,0,41,991,32146,652,65.79,33093,6,0.61,102.02,4.221,3,4.14,575,14,30.07
11,Prince Edward Island,Île-du-Prince-Édouard,05-05-2020,27,0,0,27,3341,25,92.59,21287,0,0.00,17.20,0.000,0,0.00,203,0,7.41
60,Yukon,Yukon,05-05-2020,11,0,0,11,1028,11,100.00,25163,0,0.00,26.93,0.000,0,0.00,5,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,05-05-2020,5,0,0,5,1698,5,100.00,37880,0,0.00,11.15,0.000,0,0.00,1,0,0.00
62,Nunavut,Nunavut,05-05-2020,0,0,0,0,492,0,N/A,12687,0,0.00,0.00,0.000,0,,71,0,
99,Repatriated travellers,Voyageurs rapatriés,05-05-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,05-05-2020,62035,11,4043,62046,942602,26993,43.50,25076,1274,2.10,165.06,10.756,189,6.52,23234,976,49.98
59,British Columbia,Colombie-Britannique,06-05-2020,2255,0,124,2255,85812,1494,66.25,16921,23,1.03,44.47,2.445,3,5.50,1524,22,28.25
48,Alberta,Alberta,06-05-2020,5963,0,112,5963,160185,3552,59.57,36645,70,1.19,136.41,2.562,6,1.88,3048,333,38.55
47,Saskatchewan,Saskatchewan,06-05-2020,512,0,6,512,31247,312,60.94,26605,25,5.13,43.59,0.511,0,1.17,583,2,37.89
46,Manitoba,Manitoba,06-05-2020,273,11,7,284,27712,242,85.21,20236,2,0.71,20.74,0.511,0,2.46,510,4,12.32
35,Ontario,Ontario,06-05-2020,18722,0,1429,18722,353717,13222,70.62,24283,412,2.25,128.53,9.810,68,7.63,12537,443,21.74
24,Quebec,Québec,06-05-2020,34327,0,2510,34327,250654,8284,24.13,29541,910,2.72,404.56,29.582,112,7.31,11413,361,68.56
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,06-05-2020,259,0,3,259,9295,244,94.21,17822,0,0.00,49.66,0.575,0,1.16,168,3,4.63
13,New Brunswick,Nouveau-Brunswick,06-05-2020,120,0,0,120,15324,118,98.33,19726,1,0.84,15.45,0.000,0,0.00,342,0,1.67
12,Nova Scotia,Nouvelle-Écosse,06-05-2020,998,0,41,998,32869,661,66.23,33837,7,0.71,102.74,4.221,0,4.11,723,9,29.66
11,Prince Edward Island,Île-du-Prince-Édouard,06-05-2020,27,0,0,27,3454,26,96.30,22007,0,0.00,17.20,0.000,0,0.00,113,1,3.70
60,Yukon,Yukon,06-05-2020,11,0,0,11,1041,11,100.00,25481,0,0.00,26.93,0.000,0,0.00,13,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,06-05-2020,5,0,0,5,1723,5,100.00,38438,0,0.00,11.15,0.000,0,0.00,25,0,0.00
62,Nunavut,Nunavut,06-05-2020,0,0,0,0,525,0,N/A,13538,0,0.00,0.00,0.000,0,,33,0,
99,Repatriated travellers,Voyageurs rapatriés,06-05-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,06-05-2020,63485,11,4232,63496,973634,28171,44.37,25902,1450,2.34,168.92,11.259,189,6.66,31032,1178,48.97
59,British Columbia,Colombie-Britannique,07-05-2020,2288,0,126,2288,87779,1512,66.08,17309,33,1.46,45.12,2.485,2,5.51,1967,18,28.41
48,Alberta,Alberta,07-05-2020,6017,0,114,6017,163510,3809,63.30,37405,54,0.91,137.65,2.608,2,1.89,3325,257,34.80
47,Saskatchewan,Saskatchewan,07-05-2020,531,0,6,531,31926,329,61.96,27184,19,3.71,45.21,0.511,0,1.13,679,17,36.91
46,Manitoba,Manitoba,07-05-2020,272,11,7,283,28232,243,85.87,20615,-1,-0.35,20.67,0.511,0,2.47,520,1,11.66
35,Ontario,Ontario,07-05-2020,19121,0,1477,19121,368400,13569,70.96,25291,399,2.13,131.27,10.140,48,7.72,14683,347,21.31
24,Quebec,Québec,07-05-2020,35238,0,2631,35238,259794,8673,24.61,30618,911,2.65,415.30,31.008,121,7.47,9140,389,67.92
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,07-05-2020,261,0,3,261,9451,244,93.49,18121,2,0.77,50.04,0.575,0,1.15,156,0,5.36
13,New Brunswick,Nouveau-Brunswick,07-05-2020,120,0,0,120,15700,118,98.33,20210,0,0.00,15.45,0.000,0,0.00,376,0,1.67
12,Nova Scotia,Nouvelle-Écosse,07-05-2020,1007,0,44,1007,33541,708,70.31,34529,9,0.90,103.67,4.530,3,4.37,672,47,25.32
11,Prince Edward Island,Île-du-Prince-Édouard,07-05-2020,27,0,0,27,3550,26,96.30,22619,0,0.00,17.20,0.000,0,0.00,96,0,3.70
60,Yukon,Yukon,07-05-2020,11,0,0,11,1065,11,100.00,26068,0,0.00,26.93,0.000,0,0.00,24,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,07-05-2020,5,0,0,5,1740,5,100.00,38817,0,0.00,11.15,0.000,0,0.00,17,0,0.00
62,Nunavut,Nunavut,07-05-2020,0,0,0,0,530,0,N/A,13667,0,0.00,0.00,0.000,0,,5,0,
99,Repatriated travellers,Voyageurs rapatriés,07-05-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,07-05-2020,64911,11,4408,64922,1005294,29247,45.05,26744,1426,2.25,172.71,11.727,176,6.79,31660,1076,48.16
59,British Columbia,Colombie-Britannique,08-05-2020,2315,0,127,2315,89764,1579,68.21,17700,27,1.18,45.65,2.504,1,5.49,1985,67,26.31
48,Alberta,Alberta,08-05-2020,6098,0,115,6098,166327,4020,65.92,38050,81,1.35,139.50,2.631,1,1.89,2817,211,32.19
47,Saskatchewan,Saskatchewan,08-05-2020,544,0,6,544,32620,335,61.58,27774,13,2.45,46.32,0.511,0,1.10,694,6,37.32
46,Manitoba,Manitoba,08-05-2020,273,11,7,284,28742,247,86.97,20988,1,0.35,20.74,0.511,0,2.46,510,4,10.56
35,Ontario,Ontario,08-05-2020,19598,0,1540,19598,384162,13990,71.38,26373,477,2.49,134.54,10.572,63,7.86,15762,421,20.76
24,Quebec,Québec,08-05-2020,36150,0,2725,36150,266444,8928,24.70,31402,912,2.59,426.05,32.116,94,7.54,6650,255,67.76
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,08-05-2020,261,0,3,261,9571,244,93.49,18351,0,0.00,50.04,0.575,0,1.15,120,0,5.36
13,New Brunswick,Nouveau-Brunswick,08-05-2020,120,0,0,120,16068,118,98.33,20684,0,0.00,15.45,0.000,0,0.00,368,0,1.67
12,Nova Scotia,Nouvelle-Écosse,08-05-2020,1008,0,46,1008,34081,722,71.63,35085,1,0.10,103.77,4.735,2,4.56,540,14,23.81
11,Prince Edward Island,Île-du-Prince-Édouard,08-05-2020,27,0,0,27,3667,27,100.00,23365,0,0.00,17.20,0.000,0,0.00,117,1,0.00
60,Yukon,Yukon,08-05-2020,11,0,0,11,1065,11,100.00,26068,0,0.00,26.93,0.000,0,0.00,0,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,08-05-2020,5,0,0,5,1768,5,100.00,39441,0,0.00,11.15,0.000,0,0.00,28,0,0.00
62,Nunavut,Nunavut,08-05-2020,0,0,0,0,550,0,N/A,14183,0,0.00,0.00,0.000,0,,20,0,
99,Repatriated travellers,Voyageurs rapatriés,08-05-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,08-05-2020,66423,11,4569,66434,1034905,30226,45.50,27532,1512,2.33,176.74,12.155,161,6.88,29611,979,47.62
59,British Columbia,Colombie-Britannique,09-05-2020,2330,0,129,2330,91668,1659,71.20,18076,15,0.65,45.94,2.544,2,5.54,1904,80,23.26
48,Alberta,Alberta,09-05-2020,6157,0,116,6157,169415,4204,68.28,38756,59,0.97,140.85,2.654,1,1.88,3088,184,29.84
47,Saskatchewan,Saskatchewan,09-05-2020,553,0,6,553,33453,340,61.48,28484,9,1.65,47.09,0.511,0,1.08,833,5,37.43
46,Manitoba,Manitoba,09-05-2020,273,11,7,284,29438,247,86.97,21496,0,0.00,20.74,0.511,0,2.46,696,0,10.56
35,Ontario,Ontario,09-05-2020,19944,0,1599,19944,402761,14383,72.12,27650,346,1.77,136.92,10.977,59,8.02,18599,393,19.87
24,Quebec,Québec,09-05-2020,36986,0,2786,36986,276787,9268,25.06,32621,836,2.31,435.90,32.835,61,7.53,10343,340,67.41
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,09-05-2020,261,0,3,261,9699,244,93.49,18597,0,0.00,50.04,0.575,0,1.15,128,0,5.36
13,New Brunswick,Nouveau-Brunswick,09-05-2020,120,0,0,120,16417,118,98.33,21133,0,0.00,15.45,0.000,0,0.00,349,0,1.67
12,Nova Scotia,Nouvelle-Écosse,09-05-2020,1011,0,47,1011,34531,743,73.49,35548,3,0.30,104.08,4.838,1,4.65,450,21,21.86
11,Prince Edward Island,Île-du-Prince-Édouard,09-05-2020,27,0,0,27,3777,27,100.00,24065,0,0.00,17.20,0.000,0,0.00,110,0,0.00
60,Yukon,Yukon,09-05-2020,11,0,0,11,1075,11,100.00,26313,0,0.00,26.93,0.000,0,0.00,10,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,09-05-2020,5,0,0,5,1790,5,100.00,39932,0,0.00,11.15,0.000,0,0.00,22,0,0.00
62,Nunavut,Nunavut,09-05-2020,0,0,0,0,568,0,N/A,14647,0,0.00,0.00,0.000,0,,18,0,
99,Repatriated travellers,Voyageurs rapatriés,09-05-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,09-05-2020,67691,11,4693,67702,1071455,31249,46.16,28504,1268,1.91,180.11,12.485,124,6.93,36550,1023,46.91
59,British Columbia,Colombie-Britannique,10-05-2020,2330,0,129,2330,93431,1659,71.20,18423,0,0.00,45.94,2.544,0,5.54,1763,0,23.26
48,Alberta,Alberta,10-05-2020,6253,0,117,6253,173023,4389,70.19,39581,96,1.56,143.05,2.677,1,1.87,3608,185,27.94
47,Saskatchewan,Saskatchewan,10-05-2020,564,0,6,564,34093,349,61.88,29029,11,1.99,48.02,0.511,0,1.06,640,9,37.06
46,Manitoba,Manitoba,10-05-2020,276,11,7,287,30046,247,86.06,21940,3,1.06,20.96,0.511,0,2.44,608,0,11.50
35,Ontario,Ontario,10-05-2020,20238,0,1634,20238,419802,14772,72.99,28820,294,1.47,138.93,11.217,35,8.07,17041,389,18.93
24,Quebec,Québec,10-05-2020,37721,0,2928,37721,278389,9526,25.25,32810,735,1.99,444.56,34.508,142,7.76,1602,258,66.98
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10-05-2020,261,0,3,261,9802,244,93.49,18794,0,0.00,50.04,0.575,0,1.15,103,0,5.36
13,New Brunswick,Nouveau-Brunswick,10-05-2020,120,0,0,120,16750,118,98.33,21562,0,0.00,15.45,0.000,0,0.00,333,0,1.67
12,Nova Scotia,Nouvelle-Écosse,10-05-2020,1018,0,47,1018,34820,749,73.58,35845,7,0.69,104.80,4.838,0,4.62,289,6,21.81
11,Prince Edward Island,Île-du-Prince-Édouard,10-05-2020,27,0,0,27,3846,27,100.00,24505,0,0.00,17.20,0.000,0,0.00,69,0,0.00
60,Yukon,Yukon,10-05-2020,11,0,0,11,1075,11,100.00,26313,0,0.00,26.93,0.000,0,0.00,0,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,10-05-2020,5,0,0,5,1799,5,100.00,40133,0,0.00,11.15,0.000,0,0.00,9,0,0.00
62,Nunavut,Nunavut,10-05-2020,0,0,0,0,568,0,N/A,14647,0,0.00,0.00,0.000,0,,0,0,
99,Repatriated travellers,Voyageurs rapatriés,10-05-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,10-05-2020,68837,11,4871,68848,1097520,32096,46.62,29198,1146,1.69,183.16,12.958,178,7.08,26065,847,46.31
59,British Columbia,Colombie-Britannique,11-05-2020,2353,0,130,2353,94027,1719,73.06,18541,23,0.99,46.40,2.563,1,5.52,596,60,21.42
48,Alberta,Alberta,11-05-2020,6300,0,117,6300,175502,4659,73.95,40149,47,0.75,144.12,2.677,0,1.86,2479,270,24.19
47,Saskatchewan,Saskatchewan,11-05-2020,568,0,6,568,34585,363,63.91,29448,4,0.71,48.36,0.511,0,1.06,492,14,35.04
46,Manitoba,Manitoba,11-05-2020,278,11,7,289,30398,247,85.47,22197,2,0.70,21.10,0.511,0,2.42,352,0,12.11
35,Ontario,Ontario,11-05-2020,20546,0,1669,20546,433316,15131,73.64,29747,308,1.52,141.05,11.458,35,8.12,13514,359,18.23
24,Quebec,Québec,11-05-2020,38469,0,3013,38469,284239,9703,25.22,33499,748,1.98,453.38,35.510,85,7.83,5850,177,66.94
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11-05-2020,261,0,3,261,9896,244,93.49,18975,0,0.00,50.04,0.575,0,1.15,94,0,5.36
13,New Brunswick,Nouveau-Brunswick,11-05-2020,120,0,0,120,17184,118,98.33,22121,0,0.00,15.45,0.000,0,0.00,434,0,1.67
12,Nova Scotia,Nouvelle-Écosse,11-05-2020,1019,0,48,1019,35023,767,75.27,36054,1,0.10,104.90,4.941,1,4.71,203,18,20.02
11,Prince Edward Island,Île-du-Prince-Édouard,11-05-2020,27,0,0,27,3910,27,100.00,24913,0,0.00,17.20,0.000,0,0.00,64,0,0.00
60,Yukon,Yukon,11-05-2020,11,0,0,11,1088,11,100.00,26631,0,0.00,26.93,0.000,0,0.00,13,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,11-05-2020,5,0,0,5,1809,5,100.00,40356,0,0.00,11.15,0.000,0,0.00,10,0,0.00
62,Nunavut,Nunavut,11-05-2020,0,0,0,0,576,0,N/A,14853,0,0.00,0.00,0.000,0,,8,0,
99,Repatriated travellers,Voyageurs rapatriés,11-05-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,11-05-2020,69970,11,4993,69981,1121629,32994,47.15,29839,1133,1.65,186.17,13.283,122,7.13,24109,898,45.72
59,British Columbia,Colombie-Britannique,12-05-2020,2360,0,131,2360,95558,1832,77.63,18843,7,0.30,46.54,2.583,1,5.55,1531,113,16.82
48,Alberta,Alberta,12-05-2020,6345,0,118,6345,178208,4866,76.69,40768,45,0.71,145.15,2.699,1,1.86,2706,207,21.45
47,Saskatchewan,Saskatchewan,12-05-2020,573,0,6,573,34801,374,65.27,29631,5,0.88,48.79,0.511,0,1.05,216,11,33.68
46,Manitoba,Manitoba,12-05-2020,279,11,7,290,30799,251,86.55,22490,1,0.35,21.18,0.511,0,2.41,401,4,11.03
35,Ontario,Ontario,12-05-2020,20907,0,1725,20907,444882,15391,73.62,30541,361,1.76,143.53,11.842,56,8.25,11566,260,18.13
24,Quebec,Québec,12-05-2020,39225,0,3131,39225,290888,10056,25.64,34283,756,1.97,462.29,36.901,118,7.98,6649,353,66.38
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12-05-2020,261,0,3,261,10043,247,94.64,19256,0,0.00,50.04,0.575,0,1.15,147,3,4.21
13,New Brunswick,Nouveau-Brunswick,12-05-2020,120,0,0,120,17339,118,98.33,22320,0,0.00,15.45,0.000,0,0.00,155,0,1.67
12,Nova Scotia,Nouvelle-Écosse,12-05-2020,1020,0,48,1020,35430,864,84.71,36473,1,0.10,105.00,4.941,0,4.71,407,97,10.59
11,Prince Edward Island,Île-du-Prince-Édouard,12-05-2020,27,0,0,27,4029,27,100.00,25671,0,0.00,17.20,0.000,0,0.00,119,0,0.00
60,Yukon,Yukon,12-05-2020,11,0,0,11,1094,11,100.00,26778,0,0.00,26.93,0.000,0,0.00,6,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,12-05-2020,5,0,0,5,1817,5,100.00,40535,0,0.00,11.15,0.000,0,0.00,8,0,0.00
62,Nunavut,Nunavut,12-05-2020,0,0,0,0,604,0,N/A,15575,0,0.00,0.00,0.000,0,,28,0,
99,Repatriated travellers,Voyageurs rapatriés,12-05-2020,13,0,,13,76,,,,0,0.00,,,,,0,,
1,Canada,Canada,12-05-2020,71146,11,5169,71157,1145568,34042,47.84,30476,1176,1.68,189.30,13.751,176,7.26,23939,1048,44.90
59,British Columbia,Colombie-Britannique,13-05-2020,2376,0,132,2376,97060,1859,78.24,19139,16,0.68,46.85,2.603,1,5.56,1502,27,16.20
48,Alberta,Alberta,13-05-2020,6407,0,120,6407,181624,5076,79.23,41549,62,0.98,146.57,2.745,2,1.87,3416,210,18.90
