Date,Key,RetailAndRecreation,GroceryAndPharmacy,Parks,TransitStations,Workplaces,Residential
2020-02-15,PE_PAS,-5,-5,-5,,0,
2020-02-15,PE_PIU,2,-1,0,4,-1,-1
2020-02-15,PE_PUN,-5,-1,-4,5,0,1
2020-02-15,PE_SAM,7,-5,1,2,-1,-1
2020-02-15,PE_TAC,9,8,4,8,-2,-1
2020-02-15,PE_TUM,0,5,-6,-2,-1,0
2020-02-15,PE_UCA,-2,-5,6,0,1,-1
2020-02-15,PG,9,7,-4,-3,11,-2
2020-02-15,PH,7,4,-1,1,6,0
2020-02-15,PK,3,3,8,4,2,0
2020-02-15,PK_BA,2,-2,0,2,6,0
2020-02-15,PK_GB,,,-1,,5,
2020-02-15,PK_KP,0,3,-3,0,3,0
2020-02-15,PK_PB,3,4,13,4,2,-1
2020-02-15,PK_SD,3,0,6,3,4,0
2020-02-15,PL,7,-1,26,4,0,-1
2020-02-15,PL_04,13,-1,33,5,2,0
2020-02-15,PL_06,7,0,16,6,3,1
2020-02-15,PL_08,20,3,37,12,2,-1
2020-02-15,PL_10,15,-1,30,6,2,0
2020-02-15,PL_12,16,3,32,14,1,-1
2020-02-15,PL_14,-7,-9,-12,-7,-6,-3
2020-02-15,PL_16,1,-4,26,12,-2,-2
2020-02-15,PL_18,4,-1,8,1,3,0
2020-02-15,PL_20,8,2,17,5,3,0
2020-02-15,PL_22,13,-1,21,8,2,0
2020-02-15,PL_24,13,1,45,13,3,0
2020-02-15,PL_26,13,4,14,14,0,0
2020-02-15,PL_28,9,0,27,10,5,0
2020-02-15,PL_30,20,-1,37,11,1,0
2020-02-15,PL_32,4,-4,48,6,-4,-3
2020-02-15,PR,2,0,9,-4,-3,0
2020-02-15,PT,4,0,21,9,1,-1
2020-02-15,PT_20,3,0,7,11,2,-1
2020-02-15,PT_30,-1,4,6,3,-1,0
2020-02-15,PY,-3,-1,-13,-6,2,3
2020-02-15,QA,-3,0,7,1,5,1
2020-02-15,RE,-1,-4,-23,-4,-10,
2020-02-15,RO,8,5,-5,5,4,-1
2020-02-15,RS,3,-3,18,4,-11,-1
2020-02-15,RW,8,5,7,12,5,-2
2020-02-15,SA,-5,0,-1,-6,0,2
2020-02-15,SE,2,0,3,4,-2,0
2020-02-15,SE_110,3,0,-3,5,-1,1
2020-02-15,SE_121,-5,-3,-14,-5,-5,0
2020-02-15,SE_122,-3,-4,-1,-4,-2,1
2020-02-15,SE_123,6,-3,-7,2,-3,0
2020-02-15,SE_124,1,-3,2,2,-1,1
2020-02-15,SE_125,4,-1,-10,8,0,1
2020-02-15,SE_211,-4,-3,-6,-5,-5,0
2020-02-15,SE_212,-3,-3,,-1,-3,
2020-02-15,SE_213,-2,-4,-25,-7,-2,1
2020-02-15,SE_214,-1,-8,,,0,
2020-02-15,SE_221,-6,-3,-16,-3,-5,
2020-02-15,SE_224,-1,-3,-15,4,-2,1
2020-02-15,SE_231,3,0,-1,5,-1,1
2020-02-15,SE_232,-3,-1,13,1,-4,0
2020-02-15,SE_311,22,7,20,50,0,1
2020-02-15,SE_312,2,0,44,9,-2,0
2020-02-15,SE_313,0,-1,28,7,-2,1
2020-02-15,SE_321,2,2,,2,0,0
2020-02-15,SE_331,16,1,38,-3,3,0
2020-02-15,SE_332,14,0,27,9,0,-1
2020-02-15,SG,-14,-9,-10,-17,-4,8
2020-02-15,SI,11,5,41,22,7,-3
2020-02-15,SK,11,5,41,12,3,-2
2020-02-15,SN,0,1,3,-3,1,0
2020-02-15,SV,4,5,0,-1,4,-1
2020-02-15,TG,-2,-1,-4,-2,2,1
2020-02-15,TH,-3,1,-8,-2,7,1
2020-02-15,TJ,-1,-3,-11,-1,14,0
2020-02-15,TR,2,3,-11,-4,7,1
2020-02-15,TT,4,4,23,3,2,0
2020-02-15,TW,-9,-4,-2,-10,56,-1
2020-02-15,TZ,-3,-3,3,-3,2,1
2020-02-15,UG,5,2,-2,4,7,1
2020-02-15,US,6,2,15,3,2,-1
2020-02-15,US_AK,5,3,14,2,1,0
2020-02-15,US_AL,5,2,39,7,2,-1
2020-02-15,US_AR,3,2,8,-3,1,0
2020-02-15,US_AZ,3,2,13,3,-1,0
2020-02-15,US_CA,1,1,19,1,-1,0
2020-02-15,US_CO,2,3,-16,-1,1,0
2020-02-15,US_CT,4,-4,16,8,-2,0
2020-02-15,US_DC,-2,-2,13,-2,-2,-1
2020-02-15,US_DE,7,2,19,20,2,0
2020-02-15,US_FL,2,0,9,2,-1,-1
2020-02-15,US_GA,5,1,42,4,1,-1
2020-02-15,US_HI,2,2,19,4,-1,0
2020-02-15,US_IA,8,13,24,0,3,-1
2020-02-15,US_ID,3,3,7,0,-1,0
2020-02-15,US_IL,4,3,10,3,3,-1
2020-02-15,US_IN,9,4,16,7,0,-1
2020-02-15,US_KS,4,0,9,2,2,0
2020-02-15,US_KY,8,4,37,9,1,-1
2020-02-15,US_LA,8,6,26,13,2,-1
2020-02-15,US_MA,2,-4,0,3,-2,0
2020-02-15,US_MD,2,0,4,1,0,-1
2020-02-15,US_ME,4,-3,-6,13,-3,1
2020-02-15,US_MI,2,0,15,5,4,0
2020-02-15,US_MN,6,2,13,5,1,-1
2020-02-15,US_MO,5,4,11,1,4,-1
2020-02-15,US_MS,8,6,17,8,1,-1
2020-02-15,US_MT,4,2,-8,2,0,0
2020-02-15,US_NC,6,-1,23,4,-1,-1
2020-02-15,US_ND,7,-2,-1,5,1,-1
2020-02-15,US_NE,9,5,37,-1,-1,-1
2020-02-15,US_NH,3,-2,6,18,2,0
2020-02-15,US_NJ,3,-3,5,2,1,0
2020-02-15,US_NM,5,8,21,2,0,-1
2020-02-15,US_NV,3,2,8,2,-2,0
2020-02-15,US_NY,3,-4,-2,-4,1,0
2020-02-15,US_OH,5,0,15,1,0,0
2020-02-15,US_OK,4,2,7,2,1,0
2020-02-15,US_OR,2,-3,-5,-1,-1,0
2020-02-15,US_PA,5,-1,13,3,0,0
2020-02-15,US_RI,1,-4,15,2,-1,0
2020-02-15,US_SC,7,3,39,5,0,-1
2020-02-15,US_SD,7,6,4,3,-1,0
2020-02-15,US_TN,7,4,54,4,3,-1
2020-02-15,US_TX,3,3,12,3,1,-1
2020-02-15,US_UT,2,3,25,0,0,0
2020-02-15,US_VA,2,2,3,4,0,0
2020-02-15,US_VT,10,2,24,8,0,0
2020-02-15,US_WA,2,-1,8,8,-3,0
2020-02-15,US_WI,7,6,22,3,3,-1
2020-02-15,US_WV,7,-3,17,0,0,0
2020-02-15,US_WY,4,3,1,-5,1,0
2020-02-15,UY,2,-3,0,0,2,-1
2020-02-15,VE,8,2,3,2,5,-1
2020-02-15,VN,-6,-4,-11,-9,-4,7
2020-02-15,YE,3,3,-1,4,3,1
2020-02-15,ZA,4,0,-2,-2,1,-2
2020-02-15,ZM,-1,-4,-5,-5,7,4
2020-02-15,ZW,-4,0,-1,-11,0,1
2020-02-16,AE,1,4,4,1,2,1
2020-02-16,AF,3,11,1,10,4,0
2020-02-16,AG,-7,-2,0,3,3,
2020-02-16,AO,-4,0,-11,1,-5,2
2020-02-16,AR,-6,-6,-14,-2,-4,2
2020-02-16,AR_A,-5,-2,-14,5,-1,2
2020-02-16,AR_C,-10,-7,-15,-4,-4,1
2020-02-16,AR_D,-3,-5,-12,-32,-1,2
2020-02-16,AR_E,-15,-9,-31,-3,-7,6
2020-02-16,AR_F,6,8,1,-1,-3,2
2020-02-16,AR_G,-5,-7,2,0,-1,1
2020-02-16,AR_H,-2,-1,-12,-1,-1,3
2020-02-16,AR_J,-6,-4,0,-1,-4,2
2020-02-16,AR_K,-7,-7,-13,-51,-2,3
2020-02-16,AR_L,-8,-5,-1,-10,-1,2
2020-02-16,AR_M,3,-3,-2,0,-2,1
2020-02-16,AR_N,-19,-14,-40,-8,-9,8
2020-02-16,AR_P,-17,-5,-27,,-3,4
2020-02-16,AR_Q,6,3,29,14,-3,0
2020-02-16,AR_R,-1,-6,-14,-12,-1,1
2020-02-16,AR_S,-14,-8,-29,9,-6,4
2020-02-16,AR_T,4,6,4,-20,-3,2
2020-02-16,AR_U,-1,-3,-13,-9,-4,1
2020-02-16,AR_V,6,-3,7,0,-4,1
2020-02-16,AR_W,-7,-6,-22,-9,-3,4
2020-02-16,AR_X,-11,-7,-25,-9,-6,3
2020-02-16,AR_Y,-3,3,-9,2,2,1
2020-02-16,AR_Z,7,4,0,-5,-3,0
2020-02-16,AT,15,21,42,12,1,-2
2020-02-16,AT_11,15,,47,11,-2,-1
2020-02-16,AT_12,14,18,49,11,3,-1
2020-02-16,AT_13,16,20,35,14,2,-2
2020-02-16,AT_21,17,14,14,15,0,-1
2020-02-16,AT_22,11,10,23,9,0,-2
2020-02-16,AT_31,18,24,70,13,-1,-3
2020-02-16,AT_32,19,23,39,6,1,-2
2020-02-16,AT_33,13,26,18,8,1,-2
2020-02-16,AT_34,20,44,35,27,2,-1
2020-02-16,AU,3,5,9,3,-1,0
2020-02-16,AU_ACT,8,19,34,16,2,-2
2020-02-16,AU_NSW,5,6,13,6,-1,0
2020-02-16,AU_NT,4,14,6,-2,2,2
2020-02-16,AU_QLD,2,3,-9,-4,-1,1
2020-02-16,AU_SA,1,2,15,1,-2,0
2020-02-16,AU_TAS,1,2,-7,1,1,1
2020-02-16,AU_VIC,3,4,2,0,-2,0
2020-02-16,AU_WA,5,4,2,2,0,1
2020-02-16,AW,-1,-9,4,1,-1,0
2020-02-16,BA,7,10,28,8,-1,-1
2020-02-16,BB,4,4,5,0,1,0
2020-02-16,BD,3,3,5,4,8,0
2020-02-16,BE,-7,-3,-30,-3,-3,1
2020-02-16,BF,4,2,-8,-2,3,-1
2020-02-16,BG,17,7,68,16,4,-3
2020-02-16,BH,-2,-1,-7,-3,7,0
2020-02-16,BJ,-1,2,-2,-4,0,0
2020-02-16,BO,2,7,5,-6,4,3
2020-02-16,BR,2,3,-13,3,0,1
2020-02-16,BR_AC,-1,3,0,-12,-1,2
2020-02-16,BR_AL,-4,0,-21,-13,-1,3
2020-02-16,BR_AM,4,5,-10,11,1,1
2020-02-16,BR_AP,8,5,2,6,2,1
2020-02-16,BR_BA,-4,-1,-11,-3,0,2
2020-02-16,BR_CE,-8,2,-29,-2,-1,3
2020-02-16,BR_DF,11,6,-10,4,0,2
2020-02-16,BR_ES,-9,-3,-28,-4,-2,3
2020-02-16,BR_GO,1,2,-7,0,1,1
2020-02-16,BR_MA,-3,2,-8,-6,1,2
2020-02-16,BR_MG,3,5,2,3,1,2
2020-02-16,BR_MS,-1,4,-5,-4,0,1
2020-02-16,BR_MT,3,3,-6,0,2,1
2020-02-16,BR_PA,1,0,-8,1,1,1
2020-02-16,BR_PB,-7,4,-26,9,-1,3
2020-02-16,BR_PE,4,4,-12,3,-1,2
2020-02-16,BR_PI,2,4,2,-10,1,2
2020-02-16,BR_PR,2,5,-12,5,0,1
2020-02-16,BR_RJ,-4,-2,-14,6,-1,1
2020-02-16,BR_RN,-3,3,-24,-8,0,4
2020-02-16,BR_RO,2,6,-3,-14,1,2
2020-02-16,BR_RR,2,4,-11,-11,-2,2
2020-02-16,BR_RS,-2,1,-15,-2,-3,2
2020-02-16,BR_SC,-8,-4,-23,-7,-3,2
2020-02-16,BR_SE,-2,0,-1,-19,0,2
2020-02-16,BR_SP,7,4,9,10,1,0
2020-02-16,BR_TO,2,0,3,-8,2,1
2020-02-16,BS,6,-1,11,4,3,-1
2020-02-16,BW,-5,-6,-5,-11,5,2
2020-02-16,BY,1,2,5,3,4,0
2020-02-16,BZ,8,1,11,16,1,-2
2020-02-16,CA,13,8,41,4,0,-2
2020-02-16,CA_AB,10,-2,28,3,-3,-2
2020-02-16,CA_BC,12,2,41,10,-2,-2
2020-02-16,CA_MB,10,0,26,-4,-4,-2
2020-02-16,CA_NB,29,22,121,15,5,-4
2020-02-16,CA_NL,15,0,26,13,14,-3
2020-02-16,CA_NS,57,51,84,27,14,-6
2020-02-16,CA_NT,8,15,,,,
2020-02-16,CA_ON,16,13,44,5,-2,-2
2020-02-16,CA_PE,29,26,,,12,
2020-02-16,CA_QC,10,7,47,2,4,-1
2020-02-16,CA_SK,5,-2,40,0,-3,-1
2020-02-16,CA_YT,13,-2,,,,
2020-02-16,CH,10,12,30,8,-2,-1
2020-02-16,CH_AG,9,10,27,12,-2,0
2020-02-16,CH_AR,4,,,-3,,
2020-02-16,CH_BE,7,16,29,0,-1,0
2020-02-16,CH_BL,17,13,41,11,-2,
2020-02-16,CH_FR,5,9,-4,7,-2,0
2020-02-16,CH_GE,10,29,60,2,-3,-1
2020-02-16,CH_GL,-3,,,-7,,
2020-02-16,CH_GR,11,31,14,11,0,1
2020-02-16,CH_JU,11,,,6,-12,
2020-02-16,CH_LU,20,17,12,12,-3,-1
2020-02-16,CH_NE,12,,,25,0,
2020-02-16,CH_NW,,,2,10,,
2020-02-16,CH_OW,7,,,0,,
2020-02-16,CH_SG,13,16,27,16,1,0
2020-02-16,CH_SH,66,,,29,,
2020-02-16,CH_SO,8,4,33,15,-6,
2020-02-16,CH_SZ,22,,2,18,-4,
2020-02-16,CH_TG,21,,53,21,2,
2020-02-16,CH_TI,3,-2,-7,14,0,0
2020-02-16,CH_UR,-5,,,-10,,
2020-02-16,CH_VD,13,6,24,10,-6,-1
2020-02-16,CH_VS,25,49,24,21,4,0
2020-02-16,CH_ZG,-3,,,3,-3,
2020-02-16,CH_ZH,1,0,17,3,-5,-1
2020-02-16,CI,4,2,4,5,1,0
2020-02-16,CL,3,5,5,4,-1,0
2020-02-16,CL_AI,0,3,-11,8,-4,
2020-02-16,CL_AN,2,-1,-3,3,0,0
2020-02-16,CL_AP,-3,2,-1,10,-2,0
2020-02-16,CL_AR,19,16,23,16,-1,1
2020-02-16,CL_AT,3,2,8,8,-2,0
2020-02-16,CL_BI,6,7,4,25,-2,0
2020-02-16,CL_CO,23,17,29,15,-2,0
2020-02-16,CL_LI,3,6,13,7,0,0
2020-02-16,CL_LL,15,13,6,12,-1,3
2020-02-16,CL_LR,25,21,25,16,2,4
2020-02-16,CL_MA,-2,-1,2,9,2,0
2020-02-16,CL_ML,6,11,17,12,-1,0
2020-02-16,CL_NB,8,14,13,17,-13,
2020-02-16,CL_RM,-6,-3,-12,-2,0,-1
2020-02-16,CL_TA,3,-1,18,9,0,0
2020-02-16,CL_VS,9,10,10,9,0,0
2020-02-16,CM,-4,0,0,-1,0,0
2020-02-16,CO,0,5,-5,-1,1,2
2020-02-16,CO_05,0,9,-3,-2,1,2
2020-02-16,CO_08,15,13,5,-9,0,0
2020-02-16,CO_11,3,8,11,2,3,1
2020-02-16,CO_13,-5,0,-16,-14,0,0
2020-02-16,CO_15,-5,0,-22,-11,1,4
2020-02-16,CO_17,-5,-3,-13,-23,-2,3
2020-02-16,CO_18,1,-3,-7,,8,2
2020-02-16,CO_19,-19,-9,-31,-60,-4,7
2020-02-16,CO_20,-18,-3,-15,-51,-2,6
2020-02-16,CO_23,-8,-1,-7,-9,1,4
2020-02-16,CO_25,-1,4,-7,-9,1,1
2020-02-16,CO_27,-18,-8,-26,-21,2,
2020-02-16,CO_41,-1,2,-12,,0,2
2020-02-16,CO_44,-10,-8,-19,-31,-2,5
2020-02-16,CO_47,-16,-11,-32,-37,-2,3
2020-02-16,CO_50,0,3,-3,-10,6,3
2020-02-16,CO_52,-5,-1,-16,-21,1,4
2020-02-16,CO_54,-8,-3,-20,-23,-5,5
2020-02-16,CO_63,-11,4,-9,-7,-4,2
2020-02-16,CO_66,-2,2,-5,-6,-1,2
2020-02-16,CO_68,-5,3,-11,-23,0,3
2020-02-16,CO_70,-18,-8,-17,-60,0,3
2020-02-16,CO_73,-9,-4,-17,-35,0,3
2020-02-16,CO_76,3,10,-3,2,2,2
2020-02-16,CO_81,-62,-58,-49,-37,-27,
2020-02-16,CO_85,-9,-3,-16,-13,1,6
2020-02-16,CO_86,-15,2,-16,,3,
2020-02-16,CO_88,-9,1,-8,-2,2,
2020-02-16,CO_91,-13,,-8,,,
2020-02-16,CO_95,-18,-12,-2,,8,
2020-02-16,CO_99,,,12,,,
2020-02-16,CR,1,9,-5,1,1,1
2020-02-16,CV,1,-5,-12,-12,0,1
2020-02-16,CZ,12,8,28,9,2,-1
2020-02-16,CZ_10,7,4,27,9,2,-2
2020-02-16,CZ_20,17,8,27,18,3,-1
2020-02-16,CZ_31,20,10,58,19,5,-2
2020-02-16,CZ_32,14,10,24,12,3,-1
2020-02-16,CZ_41,19,15,34,18,5,-1
2020-02-16,CZ_42,14,5,8,5,2,-1
2020-02-16,CZ_51,14,14,13,18,2,-1
2020-02-16,CZ_52,6,12,15,6,2,-1
2020-02-16,CZ_53,12,10,27,10,3,-1
2020-02-16,CZ_63,15,10,18,19,3,-1
2020-02-16,CZ_64,8,4,6,8,0,-3
2020-02-16,CZ_71,18,14,15,17,4,-1
2020-02-16,CZ_72,19,12,23,8,5,-1
2020-02-16,CZ_80,18,11,19,16,3,-1
2020-02-16,DE,7,10,9,6,-1,0
2020-02-16,DE_BB,3,0,-14,0,0,0
2020-02-16,DE_BE,1,3,-2,1,-2,0
2020-02-16,DE_BW,23,43,64,20,1,-2
2020-02-16,DE_BY,14,32,33,12,1,-1
2020-02-16,DE_HB,-12,-20,7,-8,-3,0
2020-02-16,DE_HE,11,16,35,7,0,-1
2020-02-16,DE_HH,-2,9,-2,0,0,1
2020-02-16,DE_MV,-7,-8,-26,-7,-1,0
2020-02-16,DE_NI,2,8,-5,2,-2,0
2020-02-16,DE_NW,0,2,-9,3,-2,1
2020-02-16,DE_RP,16,19,32,11,0,-1
2020-02-16,DE_SH,-5,-19,-40,-4,-2,1
2020-02-16,DE_SL,10,-7,20,2,0,-1
2020-02-16,DE_SN,6,13,4,2,-1,-1
2020-02-16,DE_ST,0,16,-5,-2,-1,-1
2020-02-16,DE_TH,5,16,5,10,-1,-1
2020-02-16,DK,-7,-7,-33,-5,-6,1
2020-02-16,DO,-18,-9,-12,-13,-9,3
2020-02-16,EC,2,0,2,4,0,0
2020-02-16,EE,6,-2,-17,-1,1,0
2020-02-16,EG,-1,5,4,7,10,-1
2020-02-16,ES,2,3,13,5,-1,-2
2020-02-16,ES_AN,6,4,17,10,1,-4
2020-02-16,ES_AR,-2,14,20,8,-3,-4
2020-02-16,ES_AS,2,1,11,6,0,-2
2020-02-16,ES_CB,14,6,12,0,-1,-1
2020-02-16,ES_CE,3,-4,10,,1,
2020-02-16,ES_CL,10,9,37,16,-1,-3
2020-02-16,ES_CM,10,6,40,11,0,-3
2020-02-16,ES_CN,-3,-2,5,2,-2,0
2020-02-16,ES_CT,-6,2,4,4,-2,-1
2020-02-16,ES_EX,5,6,21,11,0,-3
2020-02-16,ES_GA,-11,-17,-31,1,-3,1
2020-02-16,ES_IB,1,5,4,8,0,-1
2020-02-16,ES_MC,-2,0,1,7,-1,-1
2020-02-16,ES_MD,3,4,34,4,0,-2
2020-02-16,ES_ML,1,-13,-2,,-2,
2020-02-16,ES_NC,6,0,28,-25,0,-3
2020-02-16,ES_PV,4,2,7,8,1,-2
2020-02-16,ES_RI,4,4,14,17,0,-2
2020-02-16,ES_VC,-3,0,8,1,-2,-2
2020-02-16,FI,-3,-2,-24,-8,-3,1
2020-02-16,FJ,2,1,0,3,2,2
2020-02-16,FR,6,2,9,7,-1,-1
2020-02-16,FR_ARA,15,15,44,18,1,-1
2020-02-16,FR_BFC,16,11,41,29,2,-1
2020-02-16,FR_BRE,-1,-4,-26,1,-6,0
2020-02-16,FR_COR,11,4,11,13,2,-1
2020-02-16,FR_CVL,13,5,31,26,1,-1
2020-02-16,FR_GES,14,11,47,16,0,-2
2020-02-16,FR_HDF,-1,-7,-31,-1,-2,0
2020-02-16,FR_IDF,-6,-6,-8,4,-1,-2
2020-02-16,FR_NAQ,17,15,46,19,1,-1
2020-02-16,FR_NOR,3,-2,-6,13,-4,0
2020-02-16,FR_OCC,2,4,12,11,-2,-2
2020-02-16,FR_PAC,5,6,1,13,-1,0
2020-02-16,FR_PDL,-5,0,-8,7,-1,-1
2020-02-16,GA,-2,-5,-4,-2,0,1
2020-02-16,GB,-7,-6,-28,-7,-3,1
2020-02-16,GE,7,10,8,6,8,-1
2020-02-16,GH,-3,-3,-2,-3,1,1
2020-02-16,GR,7,4,22,8,2,0
2020-02-16,GT,6,2,2,3,0,-1
2020-02-16,GW,-2,,,,-1,
2020-02-16,HK,-28,-12,-35,-36,-19,13
2020-02-16,HN,3,7,2,1,0,0
2020-02-16,HR,13,6,32,9,1,-2
2020-02-16,HT,2,5,0,-7,3,0
2020-02-16,HU,20,10,52,18,3,-2
2020-02-16,ID,-3,-3,-7,-4,2,2
2020-02-16,ID_AC,4,3,5,4,3,1
2020-02-16,ID_BA,0,6,-16,-5,2,2
2020-02-16,ID_BB,-4,-1,9,-10,1,2
2020-02-16,ID_BE,-1,-3,-16,-4,2,2
2020-02-16,ID_BT,-8,-8,-9,-2,2,2
2020-02-16,ID_GO,-4,-2,20,-37,2,2
2020-02-16,ID_JA,1,-2,8,2,4,1
2020-02-16,ID_JB,-6,-5,-9,0,1,2
2020-02-16,ID_JI,-1,-1,-9,-2,2,1
2020-02-16,ID_JK,-10,-10,-15,-3,2,2
2020-02-16,ID_JT,-1,-2,-7,1,2,1
2020-02-16,ID_KB,-6,-7,-7,-8,1,2
2020-02-16,ID_KI,-1,-1,-1,12,2,1
2020-02-16,ID_KR,-1,1,3,-2,2,1
2020-02-16,ID_KS,-3,-3,-3,-2,3,2
2020-02-16,ID_KT,-6,-6,-9,-6,1,2
2020-02-16,ID_KU,5,1,3,5,6,1
2020-02-16,ID_LA,1,2,-9,1,3,1
2020-02-16,ID_MA,0,0,-9,5,3,0
2020-02-16,ID_MU,5,4,1,8,3,0
2020-02-16,ID_NB,-1,-1,-5,2,2,2
2020-02-16,ID_NT,-2,-1,2,7,1,0
2020-02-16,ID_PA,3,-3,4,7,1,1
2020-02-16,ID_PB,4,1,11,-5,1,1
2020-02-16,ID_RI,-1,-3,-2,-9,4,1
2020-02-16,ID_SA,2,3,-11,0,5,1
2020-02-16,ID_SB,-2,-1,-8,0,3,1
2020-02-16,ID_SG,0,-1,1,3,1,1
2020-02-16,ID_SN,-4,-3,0,7,2,2
2020-02-16,ID_SR,-4,-5,-8,-3,1,3
2020-02-16,ID_SS,0,-1,-5,1,2,1
2020-02-16,ID_ST,3,1,0,5,3,1
2020-02-16,ID_SU,-2,-1,-6,-2,3,1
2020-02-16,IE,-6,-7,-29,-6,-1,2
2020-02-16,IL,2,1,12,1,1,0
2020-02-16,IN,2,2,3,2,0,0
2020-02-16,IN_AN,0,-6,1,2,4,
2020-02-16,IN_AP,-1,1,4,4,-1,1
2020-02-16,IN_AR,3,-5,4,-9,8,1
2020-02-16,IN_AS,3,5,2,-1,4,1
2020-02-16,IN_BR,6,4,4,10,2,-1
2020-02-16,IN_CH,0,-2,6,-2,0,0
2020-02-16,IN_CT,0,4,3,5,0,0
2020-02-16,IN_DD,9,-12,0,11,7,-1
2020-02-16,IN_DL,2,3,9,6,2,0
2020-02-16,IN_DN,9,-27,19,-8,4,0
2020-02-16,IN_GA,0,-7,-3,1,-1,1
2020-02-16,IN_GJ,1,-2,1,2,-2,0
2020-02-16,IN_HP,4,0,7,4,3,0
2020-02-16,IN_HR,4,3,12,6,1,-1
2020-02-16,IN_JH,0,2,-7,1,3,1
2020-02-16,IN_JK,153,141,212,211,130,-7
2020-02-16,IN_KA,1,2,2,3,0,1
2020-02-16,IN_KL,-3,-1,-3,-6,3,2
2020-02-16,IN_LD,,,10,,-4,
2020-02-16,IN_MH,0,-1,1,2,0,0
2020-02-16,IN_ML,13,15,4,3,3,2
2020-02-16,IN_MN,-1,3,2,9,4,0
2020-02-16,IN_MP,4,0,4,6,-1,0
2020-02-16,IN_MZ,-1,5,1,2,1,3
2020-02-16,IN_NL,-3,-5,-3,-7,4,1
2020-02-16,IN_OR,-1,1,0,2,0,1
2020-02-16,IN_PB,-1,-1,3,0,2,0
2020-02-16,IN_PY,-4,1,17,2,1,3
2020-02-16,IN_RJ,3,1,4,3,0,-1
2020-02-16,IN_SK,1,13,5,6,2,2
2020-02-16,IN_TG,1,4,7,2,0,1
2020-02-16,IN_TN,0,3,2,-2,1,2
2020-02-16,IN_TR,1,0,-1,0,1,1
2020-02-16,IN_UP,6,9,8,9,-1,-1
2020-02-16,IN_UT,5,2,6,12,0,0
2020-02-16,IN_WB,-2,1,-5,-2,2,1
2020-02-16,IQ,11,8,7,12,12,0
2020-02-16,IT,3,2,26,11,1,-2
2020-02-16,IT_21,1,0,5,7,1,-1
2020-02-16,IT_23,9,6,14,14,1,0
2020-02-16,IT_25,-1,2,13,2,0,-1
2020-02-16,IT_34,5,4,48,27,2,-2
2020-02-16,IT_36,5,5,36,12,1,-1
2020-02-16,IT_42,0,3,-10,2,-1,0
2020-02-16,IT_45,1,6,39,5,0,-2
2020-02-16,IT_52,4,2,30,11,1,-2
2020-02-16,IT_55,4,6,39,22,1,-3
2020-02-16,IT_57,5,7,49,20,0,-2
2020-02-16,IT_62,6,1,37,8,1,-3
2020-02-16,IT_65,2,8,47,26,-1,-2
2020-02-16,IT_67,9,3,63,25,3,-2
2020-02-16,IT_72,1,-1,30,17,1,-2
2020-02-16,IT_75,3,0,73,12,-1,-1
2020-02-16,IT_77,6,1,38,13,1,-1
2020-02-16,IT_78,3,2,32,8,-1,-1
2020-02-16,IT_82,1,1,27,7,-1,-1
2020-02-16,IT_88,4,0,32,8,0,-1
2020-02-16,IT_TN,10,11,16,15,1,-1
2020-02-16,JM,1,-2,31,5,3,0
2020-02-16,JO,-1,2,10,-1,4,-1
2020-02-16,JP,-9,-6,-35,-10,-2,2
2020-02-16,JP_01,-8,-3,-14,-5,0,2
2020-02-16,JP_02,-9,-3,-19,-14,-2,2
2020-02-16,JP_03,-6,-2,-27,-10,-1,2
2020-02-16,JP_04,-8,-4,-35,-15,-1,3
2020-02-16,JP_05,-2,0,-10,-5,0,2
2020-02-16,JP_06,-5,0,-26,-14,-2,1
2020-02-16,JP_07,-6,-2,-33,-11,-1,2
2020-02-16,JP_08,-8,-4,-36,-13,-1,3
2020-02-16,JP_09,-6,-3,-39,-10,0,2
2020-02-16,JP_10,-4,0,-22,-7,1,1
2020-02-16,JP_11,-11,-6,-36,-10,-2,2
2020-02-16,JP_12,-12,-8,-41,-13,-1,3
2020-02-16,JP_13,-13,-9,-37,-9,-1,3
2020-02-16,JP_14,-13,-11,-43,-11,-2,3
2020-02-16,JP_15,-4,0,-16,-6,0,2
2020-02-16,JP_16,-6,0,-30,-13,0,2
2020-02-16,JP_17,-7,0,-33,-6,0,2
2020-02-16,JP_18,-7,-1,-35,-6,-2,2
2020-02-16,JP_19,-6,-3,-33,-13,-1,2
2020-02-16,JP_20,-5,-1,-31,-9,0,2
2020-02-16,JP_21,-9,-6,-44,-13,-2,3
2020-02-16,JP_22,-10,-8,-45,-11,-2,3
2020-02-16,JP_23,-8,-6,-42,-12,-2,3
2020-02-16,JP_24,-8,-5,-44,-18,-2,3
2020-02-16,JP_25,-9,-7,-41,-9,-2,3
2020-02-16,JP_26,-11,-9,-27,-10,-3,3
2020-02-16,JP_27,-12,-11,-42,-10,-3,3
2020-02-16,JP_28,-11,-9,-48,-13,-2,3
2020-02-16,JP_29,-10,-5,-41,-17,-2,3
2020-02-16,JP_30,-15,-8,-36,-22,-3,4
2020-02-16,JP_31,-3,5,-18,-11,0,2
2020-02-16,JP_32,-5,1,-27,-12,0,2
2020-02-16,JP_33,-6,-3,-35,-8,-2,2
2020-02-16,JP_34,-6,-3,-43,-13,-2,2
2020-02-16,JP_35,-6,-3,-25,-7,0,2
2020-02-16,JP_36,-3,-1,-17,-11,0,2
