key,date,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
US_LA_22099,2020-06-19,-6,6,-35,11,-27,6
US_LA_22101,2020-06-19,-12,-1,,7,-26,6
US_LA_22103,2020-06-19,-4,14,52,2,-31,8
US_LA_22105,2020-06-19,3,10,-39,16,-26,7
US_LA_22109,2020-06-19,-7,5,55,-13,-27,5
US_LA_22111,2020-06-19,-28,13,,,-24,
US_LA_22113,2020-06-19,0,8,,,-20,5
US_LA_22115,2020-06-19,-11,-1,,,-22,4
US_LA_22117,2020-06-19,-8,11,,,-21,2
US_LA_22119,2020-06-19,-5,-4,,16,-24,6
US_LA_22121,2020-06-19,-2,4,,-12,-30,
US_LA_22123,2020-06-19,-16,-2,,,-18,
US_LA_22125,2020-06-19,-69,-19,,,-34,
US_LA_22127,2020-06-19,-18,0,,,-22,
US_MA,2020-06-19,-22,-4,100,-49,-44,13
US_MA_25001,2020-06-19,22,27,375,60,-25,7
US_MA_25003,2020-06-19,-13,8,107,-3,-34,9
US_MA_25005,2020-06-19,-10,2,96,-23,-36,10
US_MA_25007,2020-06-19,-80,-36,,10,-14,
US_MA_25009,2020-06-19,-16,-5,211,-20,-40,12
US_MA_25011,2020-06-19,-15,-4,-37,-24,-35,11
US_MA_25013,2020-06-19,-18,0,101,-17,-37,9
US_MA_25015,2020-06-19,-30,-9,166,-34,-43,14
US_MA_25017,2020-06-19,-31,-8,46,-55,-53,18
US_MA_25019,2020-06-19,-70,-35,,,-7,
US_MA_25021,2020-06-19,-21,-1,109,-51,-49,17
US_MA_25023,2020-06-19,-10,1,275,-10,-38,12
US_MA_25025,2020-06-19,-45,-15,46,-65,-51,17
US_MA_25027,2020-06-19,-18,-1,86,-18,-40,12
US_MD,2020-06-19,-20,-3,79,-36,-43,14
US_MD_24001,2020-06-19,-13,-2,42,-3,-30,8
US_MD_24003,2020-06-19,-24,-5,105,-57,-43,15
US_MD_24005,2020-06-19,-20,-2,98,-30,-41,15
US_MD_24009,2020-06-19,-6,17,3,,-39,13
US_MD_24011,2020-06-19,-7,10,,,-25,7
US_MD_24013,2020-06-19,-11,-10,78,-24,-40,14
US_MD_24015,2020-06-19,1,0,25,-1,-36,10
US_MD_24017,2020-06-19,-12,3,-45,-67,-45,17
US_MD_24019,2020-06-19,2,-5,,,-22,6
US_MD_24021,2020-06-19,-18,-1,78,-9,-44,15
US_MD_24023,2020-06-19,-2,15,,10,-29,-1
US_MD_24025,2020-06-19,-14,-3,148,-8,-40,13
US_MD_24027,2020-06-19,-30,-8,73,-11,-53,21
US_MD_24029,2020-06-19,-4,-18,,,-23,
US_MD_24031,2020-06-19,-34,-9,27,-51,-52,21
US_MD_24033,2020-06-19,-15,-2,86,-50,-44,16
US_MD_24035,2020-06-19,11,17,-26,19,-33,11
US_MD_24037,2020-06-19,-12,2,4,,-39,14
US_MD_24039,2020-06-19,-21,-5,,,-28,
US_MD_24041,2020-06-19,-2,12,,,-23,8
US_MD_24043,2020-06-19,-15,1,127,-25,-33,9
US_MD_24045,2020-06-19,-16,8,,-7,-29,8
US_MD_24047,2020-06-19,108,110,-2,,-18,4
US_MD_24510,2020-06-19,-29,-12,30,-29,-41,14
US_ME,2020-06-19,-5,9,258,-2,-33,6
US_ME_23001,2020-06-19,-12,9,-31,,-35,7
US_ME_23003,2020-06-19,-7,10,48,,-26,4
US_ME_23005,2020-06-19,-16,-1,275,-14,-41,10
US_ME_23007,2020-06-19,-9,24,-64,,-29,0
US_ME_23009,2020-06-19,25,23,-26,,-26,5
US_ME_23011,2020-06-19,-10,5,76,-1,-32,6
US_ME_23013,2020-06-19,7,-24,,,-21,4
US_ME_23015,2020-06-19,35,10,,,-26,3
US_ME_23017,2020-06-19,-3,15,26,,-31,4
US_ME_23019,2020-06-19,-12,12,148,-1,-32,6
US_ME_23021,2020-06-19,-45,20,,,-21,
US_ME_23023,2020-06-19,-6,4,,,-35,9
US_ME_23025,2020-06-19,2,11,-22,,-28,4
US_ME_23027,2020-06-19,7,7,-59,,-36,5
US_ME_23029,2020-06-19,-3,16,,,-25,
US_ME_23031,2020-06-19,13,22,253,2,-33,8
US_MI,2020-06-19,-11,2,228,-14,-37,7
US_MI_26001,2020-06-19,1,,,,-12,
US_MI_26003,2020-06-19,-79,-45,13,,-25,
US_MI_26005,2020-06-19,9,21,-21,0,-33,6
US_MI_26007,2020-06-19,4,4,,,-24,3
US_MI_26009,2020-06-19,-73,-8,,,-28,
US_MI_26011,2020-06-19,-28,12,,,-18,
US_MI_26013,2020-06-19,,-44,,,-47,
US_MI_26015,2020-06-19,2,26,,,-30,7
US_MI_26017,2020-06-19,-5,7,-23,,-31,5
US_MI_26019,2020-06-19,-23,-3,,,-15,
US_MI_26021,2020-06-19,8,18,110,16,-31,6
US_MI_26023,2020-06-19,9,6,,,-27,5
US_MI_26025,2020-06-19,-10,6,82,-5,-30,6
US_MI_26027,2020-06-19,4,3,,,-25,4
US_MI_26029,2020-06-19,31,40,13,,-23,
US_MI_26031,2020-06-19,92,-7,,,-14,
US_MI_26033,2020-06-19,-4,43,-31,,-28,2
US_MI_26035,2020-06-19,29,34,,,-25,4
US_MI_26037,2020-06-19,1,3,,-28,-39,8
US_MI_26039,2020-06-19,-47,26,,,-20,
US_MI_26041,2020-06-19,6,9,,,-27,1
US_MI_26043,2020-06-19,2,-2,,,-23,0
US_MI_26045,2020-06-19,-11,4,,,-38,8
US_MI_26047,2020-06-19,16,25,,,-20,2
US_MI_26049,2020-06-19,-7,-5,201,2,-34,7
US_MI_26051,2020-06-19,19,26,,,-24,0
US_MI_26053,2020-06-19,-41,-33,,,-24,
US_MI_26055,2020-06-19,2,8,152,-30,-28,5
US_MI_26057,2020-06-19,-3,15,,,-27,4
US_MI_26059,2020-06-19,6,20,,,-28,5
US_MI_26061,2020-06-19,-19,4,19,,-36,3
US_MI_26063,2020-06-19,16,-5,,,-23,0
US_MI_26065,2020-06-19,-27,-4,121,-30,-44,12
US_MI_26067,2020-06-19,2,7,,15,-31,4
US_MI_26069,2020-06-19,39,45,,,-18,
US_MI_26071,2020-06-19,-34,-9,,,-15,
US_MI_26073,2020-06-19,-9,6,,,-33,4
US_MI_26075,2020-06-19,-7,1,-25,11,-34,7
US_MI_26077,2020-06-19,-15,0,184,-1,-37,9
US_MI_26079,2020-06-19,-50,-5,,,-25,
US_MI_26081,2020-06-19,-19,-1,151,-22,-36,9
US_MI_26085,2020-06-19,-43,10,,,-18,
US_MI_26087,2020-06-19,3,-4,47,,-32,6
US_MI_26089,2020-06-19,-64,-33,,,-23,
US_MI_26091,2020-06-19,-8,0,,,-30,6
US_MI_26093,2020-06-19,-11,6,85,,-39,10
US_MI_26095,2020-03-21,-67,,,,,
US_MI_26097,2020-06-19,-75,-37,,,-6,
US_MI_26099,2020-06-19,-11,2,324,-20,-39,10
US_MI_26101,2020-06-19,-53,-12,,,-22,
US_MI_26103,2020-06-19,-10,6,162,,-31,7
US_MI_26105,2020-06-19,33,42,,,-24,3
US_MI_26107,2020-06-19,-2,25,,,-34,3
US_MI_26109,2020-06-19,-34,-18,,,-23,
US_MI_26111,2020-06-19,-15,-2,-2,,-35,7
US_MI_26113,2020-06-19,-37,,,,-22,
US_MI_26115,2020-06-19,-6,3,186,36,-30,6
US_MI_26117,2020-06-19,6,11,,,-28,4
US_MI_26119,2020-06-19,-54,-12,,,-18,
US_MI_26121,2020-06-19,-1,5,103,,-32,5
US_MI_26123,2020-06-19,12,29,80,,-31,4
US_MI_26125,2020-06-19,-19,-5,159,-25,-48,14
US_MI_26127,2020-06-19,-46,17,139,,-20,-1
US_MI_26129,2020-06-19,30,43,,,-19,
US_MI_26131,2020-04-08,-46,,,,-54,
US_MI_26133,2020-06-19,-46,18,,,-23,
US_MI_26135,2020-06-19,-28,-14,,,-26,
US_MI_26137,2020-06-19,10,20,,,-28,-1
US_MI_26139,2020-06-19,-2,8,377,8,-33,7
US_MI_26141,2020-06-19,-64,-4,,,-13,
US_MI_26143,2020-06-19,45,79,-33,,-20,
US_MI_26145,2020-06-19,-8,3,-22,-15,-35,6
US_MI_26147,2020-06-19,2,0,227,1,-31,6
US_MI_26149,2020-06-19,-2,5,,,-24,5
US_MI_26151,2020-06-19,14,32,,,-24,4
US_MI_26153,2020-06-19,-80,-32,-23,,-24,
US_MI_26155,2020-06-19,-2,9,,-23,-31,5
US_MI_26157,2020-06-19,-9,10,,,-29,4
US_MI_26159,2020-06-19,22,19,,,-27,5
US_MI_26161,2020-06-19,-29,-9,172,-38,-52,15
US_MI_26163,2020-06-19,-15,-3,118,-32,-41,9
US_MI_26165,2020-06-19,15,26,,,-26,3
US_MN,2020-06-19,-11,10,186,-33,-38,8
US_MN_27001,2020-06-19,-47,-35,106,,-17,
US_MN_27003,2020-06-19,-5,11,93,-16,-39,9
US_MN_27005,2020-06-19,22,50,-55,,-26,5
US_MN_27007,2020-06-19,3,20,134,,-30,5
US_MN_27009,2020-06-19,7,13,,,-27,5
US_MN_27011,2020-05-25,,,,,-66,
US_MN_27013,2020-06-19,-13,13,-9,-54,-34,8
US_MN_27015,2020-06-19,8,14,,,-27,5
US_MN_27017,2020-06-19,18,27,,,-31,5
US_MN_27019,2020-06-19,-3,12,119,,-42,11
US_MN_27021,2020-06-19,-60,-4,-11,,-22,0
US_MN_27023,2020-06-19,-19,,,,-23,
US_MN_27025,2020-06-19,15,45,-16,,-32,7
US_MN_27027,2020-06-19,-2,15,,,-28,5
US_MN_27029,2020-06-19,-72,-28,,,-29,
US_MN_27031,2020-06-10,-64,-58,,,-37,
US_MN_27033,2020-06-19,-46,,,,-26,
US_MN_27035,2020-06-19,15,35,42,,-27,4
US_MN_27037,2020-06-19,-8,10,159,-15,-41,12
US_MN_27039,2020-06-19,-46,-17,,,-28,4
US_MN_27041,2020-06-19,10,35,-47,-28,-28,4
US_MN_27043,2020-06-19,-31,-10,,,-23,
US_MN_27045,2020-06-19,-52,-7,,,-31,
US_MN_27047,2020-06-19,-2,6,,27,-28,6
US_MN_27049,2020-06-19,-1,13,-57,,-33,7
US_MN_27051,2020-06-19,,,,,-21,
US_MN_27053,2020-06-19,-26,-2,144,-52,-48,13
US_MN_27055,2020-06-19,-78,-11,,,-31,
US_MN_27057,2020-06-19,-35,-4,,,-22,
US_MN_27059,2020-06-19,5,20,-36,,-31,6
US_MN_27061,2020-06-19,8,31,,,-27,5
US_MN_27063,2020-06-19,-77,,,,-16,
US_MN_27065,2020-06-19,-34,-12,,,-27,
US_MN_27067,2020-06-19,4,37,,,-26,4
US_MN_27071,2020-06-19,-46,-18,,,-19,
US_MN_27073,2020-06-19,,,,,-9,
US_MN_27075,2020-06-19,-43,-16,27,,-26,
US_MN_27077,2020-03-13,-71,,,,,
US_MN_27079,2020-06-19,-1,-4,,,-30,5
US_MN_27081,2020-06-19,,,,,-24,
US_MN_27083,2020-06-19,-4,-12,,,-32,4
US_MN_27085,2020-06-19,-1,52,,,-28,5
US_MN_27087,2020-06-19,,,,,-47,
US_MN_27089,2020-06-19,,,,,-20,
US_MN_27091,2020-06-19,6,-16,,,-22,
US_MN_27093,2020-06-19,-4,-17,,,-27,3
US_MN_27095,2020-06-19,19,4,,,-30,5
US_MN_27097,2020-06-19,27,-17,-61,,-26,2
US_MN_27099,2020-06-19,-13,8,,,-28,8
US_MN_27101,2020-06-19,-70,,,,-28,
US_MN_27103,2020-06-19,3,3,,,-33,7
US_MN_27105,2020-06-19,-15,-3,,8,-21,
US_MN_27107,2020-06-19,,,,,-22,
US_MN_27109,2020-06-19,-16,21,120,-16,-31,10
US_MN_27111,2020-06-19,24,49,-9,,-27,3
US_MN_27113,2020-06-19,-23,-23,,,-36,
US_MN_27115,2020-06-19,31,34,-47,,-31,5
US_MN_27117,2020-06-19,-29,-20,,,-28,
US_MN_27119,2020-06-19,0,-19,,,-25,4
US_MN_27121,2020-06-19,-55,,,,-23,
US_MN_27123,2020-06-19,-23,-1,106,-18,-42,12
US_MN_27125,2020-06-17,,,,,-25,
US_MN_27127,2020-06-19,-41,-16,,,-23,
US_MN_27129,2020-06-19,-77,,,,-17,
US_MN_27131,2020-06-19,-7,16,-45,-9,-34,7
US_MN_27133,2020-06-19,-41,,,,-21,
US_MN_27135,2020-06-19,-73,-23,,,-28,
US_MN_27137,2020-06-19,-4,12,289,-24,-34,6
US_MN_27139,2020-06-19,9,16,177,-57,-40,11
US_MN_27141,2020-06-19,14,28,-44,,-34,6
US_MN_27143,2020-06-19,-71,,,,-23,
US_MN_27145,2020-06-19,-5,12,122,0,-30,5
US_MN_27147,2020-06-19,-3,36,-52,-64,-38,7
US_MN_27149,2020-06-19,-48,-4,,,-20,
US_MN_27151,2020-06-19,-38,-15,,,-23,
US_MN_27153,2020-06-19,-23,-7,,,-22,3
US_MN_27157,2020-06-19,-59,13,,,-19,
US_MN_27159,2020-06-19,-40,-8,,,-24,
US_MN_27161,2020-06-19,-25,-9,,,-29,
US_MN_27163,2020-06-19,-5,14,263,19,-42,12
US_MN_27165,2020-06-19,-51,,,,-28,
US_MN_27167,2020-06-19,,,,,-22,
US_MN_27169,2020-06-19,-13,30,,10,-32,9
US_MN_27171,2020-06-19,4,29,165,,-35,7
US_MN_27173,2020-06-19,-57,,,,-24,
US_MO,2020-06-19,2,5,151,-4,-24,5
US_MO_29001,2020-06-19,-9,57,,,-20,-1
US_MO_29003,2020-06-19,-68,12,,,-19,
US_MO_29007,2020-06-19,-15,0,,,-10,6
US_MO_29009,2020-06-19,19,18,,,-20,2
US_MO_29011,2020-06-19,-23,,,,-17,
US_MO_29013,2020-06-19,-27,30,,,-16,
US_MO_29015,2020-06-19,20,136,,,-12,
US_MO_29017,2020-06-19,-50,-9,,,-20,
US_MO_29019,2020-06-19,-14,11,150,-18,-22,9
US_MO_29021,2020-06-19,5,19,,20,-16,2
US_MO_29023,2020-06-19,14,16,,41,-22,1
US_MO_29025,2020-06-19,,,,,-3,
US_MO_29027,2020-06-19,7,6,,30,-12,6
US_MO_29029,2020-06-19,84,22,,,2,1
US_MO_29031,2020-06-19,7,15,108,,-26,4
US_MO_29033,2020-06-19,-30,,,,-10,
US_MO_29037,2020-06-19,21,6,86,37,-21,5
US_MO_29039,2020-06-19,-23,-12,,,-12,
US_MO_29041,2020-06-18,,,,,-20,
US_MO_29043,2020-06-19,14,14,-26,,-26,4
US_MO_29045,2020-06-19,,-8,,-56,-9,
US_MO_29047,2020-06-19,3,10,159,-11,-25,7
US_MO_29049,2020-06-19,-54,-10,,,-17,
US_MO_29051,2020-06-19,3,13,,,-24,8
US_MO_29053,2020-06-19,-10,-2,,36,-17,
US_MO_29055,2020-06-19,-32,1,,-19,-10,
US_MO_29057,2020-06-19,,,,,-4,
US_MO_29059,2020-06-19,-10,17,,,-12,
US_MO_29061,2020-06-19,,,,,-9,
US_MO_29063,2020-06-19,-11,3,,,-8,
US_MO_29065,2020-06-19,-17,,,,-4,
US_MO_29067,2020-06-19,-24,-21,,,-18,
US_MO_29069,2020-06-19,-1,-11,,,-23,
US_MO_29071,2020-06-19,9,14,22,21,-17,5
US_MO_29073,2020-06-19,-34,,,,-15,
US_MO_29075,2020-05-25,,,,,-66,
US_MO_29077,2020-06-19,6,6,71,-8,-29,5
US_MO_29079,2020-06-19,-2,2,,,-16,
US_MO_29081,2020-06-19,-81,-20,,18,-14,
US_MO_29083,2020-06-19,33,19,,,-6,-1
US_MO_29085,2020-06-19,,,,,5,
US_MO_29089,2020-06-19,,,,,-13,
US_MO_29091,2020-06-19,3,6,,-54,-13,3
US_MO_29093,2020-06-19,-60,10,34,,-8,
US_MO_29095,2020-06-19,-6,-1,47,-5,-26,6
US_MO_29097,2020-06-19,8,2,113,46,-24,4
US_MO_29099,2020-06-19,5,13,74,8,-21,6
US_MO_29101,2020-06-19,2,6,,,-7,5
US_MO_29105,2020-06-19,12,21,,,-20,4
US_MO_29107,2020-06-19,13,-3,,27,-15,3
US_MO_29109,2020-06-19,18,18,,4,-17,1
US_MO_29111,2020-06-19,-27,,,,-5,
US_MO_29113,2020-06-19,2,15,,,-13,5
US_MO_29115,2020-06-19,-32,-4,,,-18,
US_MO_29117,2020-06-19,-3,11,,,-15,
US_MO_29119,2020-06-19,27,1,,,-27,-4
US_MO_29121,2020-06-19,-20,6,,21,-11,
US_MO_29123,2020-06-19,-19,,,,-8,
US_MO_29125,2020-06-19,,,,,-19,
US_MO_29127,2020-06-19,11,22,,-38,-13,3
US_MO_29131,2020-06-19,62,13,-32,,-3,-3
US_MO_29133,2020-06-19,-48,,,12,-12,
US_MO_29135,2020-06-19,-22,23,,,-17,
US_MO_29137,2020-06-19,-61,,,,-14,
US_MO_29139,2020-06-19,-54,2,,,-14,
US_MO_29141,2020-06-19,-26,21,,,-6,
US_MO_29143,2020-06-19,6,7,,5,-26,
US_MO_29145,2020-06-19,15,19,58,15,-25,3
US_MO_29147,2020-06-19,-4,-17,,,-17,
US_MO_29149,2020-06-19,-9,2,,,-23,
US_MO_29151,2020-06-19,-74,-7,,,-9,
US_MO_29153,2020-06-19,,,,,-7,
US_MO_29155,2020-06-19,-34,22,,12,-18,
US_MO_29157,2020-06-19,9,13,,,-23,
US_MO_29159,2020-06-19,13,6,,,-12,4
US_MO_29161,2020-06-19,14,15,,15,-18,4
US_MO_29163,2020-06-19,-38,-11,,,-9,
US_MO_29165,2020-06-19,-5,0,8,-54,-30,8
US_MO_29167,2020-06-19,13,14,-49,,-13,3
US_MO_29169,2020-06-19,5,7,,-9,-13,4
US_MO_29171,2020-06-16,,,,,-29,
US_MO_29173,2020-06-19,-54,,,45,-18,
US_MO_29175,2020-06-19,5,-10,,,-9,1
US_MO_29177,2020-06-19,0,5,,,-18,5
US_MO_29181,2020-06-19,-5,-2,,,-18,
US_MO_29183,2020-06-19,-2,8,186,33,-41,9
US_MO_29185,2020-06-19,-14,8,,-23,-20,
US_MO_29186,2020-06-19,-41,,,27,-15,
US_MO_29187,2020-06-19,15,24,-29,,-11,3
US_MO_29189,2020-06-19,-13,3,115,-36,-42,11
US_MO_29195,2020-06-19,-12,1,,,-17,0
US_MO_29197,2020-06-18,,,,,-27,
US_MO_29201,2020-06-19,20,21,,-4,-23,3
US_MO_29203,2020-06-18,,,,,-24,
US_MO_29205,2020-06-17,,,,,-14,
US_MO_29207,2020-06-19,10,7,,,-19,-2
US_MO_29209,2020-06-19,19,14,,,-15,1
US_MO_29211,2020-06-19,,,,,-13,
US_MO_29213,2020-06-19,84,66,156,,-17,1
US_MO_29215,2020-06-19,-76,97,,,-9,
US_MO_29217,2020-06-19,5,6,,21,-29,
US_MO_29219,2020-06-19,5,18,,34,-18,5
US_MO_29221,2020-06-19,-9,20,,,-7,
US_MO_29223,2020-06-19,0,9,,,-15,
US_MO_29225,2020-06-19,20,16,,-44,-7,4
US_MO_29229,2020-06-19,-35,23,,,-11,
US_MO_29510,2020-06-19,-21,0,74,-22,-39,9
US_MS,2020-06-19,-4,3,51,4,-27,5
US_MS_28001,2020-06-19,-4,-9,,,-27,
US_MS_28003,2020-06-19,-8,-9,,,-23,1
US_MS_28005,2020-06-19,-50,-31,,,-22,
US_MS_28007,2020-06-19,-27,-11,,,-20,
US_MS_28009,2020-06-19,,,,,-24,
US_MS_28011,2020-06-19,-7,15,,,-25,
US_MS_28013,2020-06-19,-62,-30,,,-18,
US_MS_28015,2020-06-19,,,,,-35,
US_MS_28017,2020-06-19,-41,-25,,,-19,
US_MS_28021,2020-06-19,-66,,,,-37,
US_MS_28023,2020-06-19,-18,-10,,,-21,
US_MS_28025,2020-06-19,-6,-3,,47,-22,
US_MS_28027,2020-06-19,-2,-8,,,-26,
US_MS_28029,2020-06-19,1,-8,,,-22,
US_MS_28031,2020-06-19,-43,-28,,,-30,
US_MS_28033,2020-06-19,-8,8,64,8,-32,8
US_MS_28035,2020-06-19,-6,2,-57,-11,-28,6
US_MS_28039,2020-06-19,7,25,,,-20,
US_MS_28041,2020-06-19,,-6,,,-14,
US_MS_28043,2020-06-19,2,0,,,-18,
US_MS_28045,2020-06-19,12,15,,-66,-30,6
US_MS_28047,2020-06-19,8,10,95,2,-27,6
US_MS_28049,2020-06-19,-6,0,41,1,-30,6
US_MS_28051,2020-06-19,-55,-6,,,-31,
US_MS_28053,2020-06-19,,9,,,-26,
US_MS_28057,2020-06-19,-44,-8,,,-22,
US_MS_28059,2020-06-19,6,4,81,10,-27,6
US_MS_28061,2020-06-19,-55,-8,,,-24,
US_MS_28063,2020-06-17,,,,,-31,
US_MS_28065,2020-06-19,,16,,,-27,
US_MS_28067,2020-06-19,-4,1,,-31,-23,7
US_MS_28069,2020-06-19,,,,,-24,
US_MS_28071,2020-06-19,-20,-2,,,-35,10
US_MS_28073,2020-06-19,-1,-4,,-37,-30,6
US_MS_28075,2020-06-19,-5,0,14,6,-24,7
US_MS_28077,2020-06-19,,-18,,,-24,
US_MS_28079,2020-06-19,-41,-35,,,-21,
US_MS_28081,2020-06-19,-9,-2,-47,3,-22,5
US_MS_28083,2020-06-19,-7,-7,,,-19,
US_MS_28085,2020-06-19,-2,-3,,,-25,
US_MS_28087,2020-06-19,-10,20,,-18,-27,5
US_MS_28089,2020-06-19,-3,-2,24,11,-32,10
US_MS_28091,2020-06-19,-2,7,,,-26,
US_MS_28093,2020-06-19,-8,-4,,,-28,5
US_MS_28095,2020-06-19,-7,6,,,-21,0
US_MS_28097,2020-06-19,-58,-29,,-9,-22,
US_MS_28099,2020-06-19,-3,2,,,-32,
US_MS_28101,2020-06-19,-29,-13,,,-32,
US_MS_28103,2020-06-19,-71,2,,,-19,
US_MS_28105,2020-06-19,-17,-21,,,-30,2
US_MS_28107,2020-06-19,3,3,,3,-26,-3
US_MS_28109,2020-06-19,-2,4,,14,-29,5
US_MS_28111,2020-06-19,,-21,-45,,-24,
US_MS_28113,2020-06-19,-8,1,,-1,-23,-2
US_MS_28115,2020-06-19,-7,5,,,-22,-1
US_MS_28117,2020-06-19,4,-3,,,-23,
US_MS_28119,2020-06-19,,,,,-34,
US_MS_28121,2020-06-19,-5,4,75,-15,-26,8
US_MS_28123,2020-06-19,-6,3,,-8,-18,
US_MS_28127,2020-06-19,0,-1,,26,-30,
US_MS_28129,2020-06-19,,-35,,,-26,
US_MS_28131,2020-06-19,-29,-26,,,-23,
US_MS_28133,2020-06-19,-21,12,,-3,-21,
US_MS_28135,2020-06-19,,13,,,-24,
US_MS_28137,2020-06-19,-8,-15,,39,-29,
US_MS_28139,2020-06-19,-35,-14,,,-21,
US_MS_28141,2020-06-19,-26,0,,,-25,
US_MS_28143,2020-06-19,-50,-12,,,-31,
US_MS_28145,2020-06-19,-3,-16,,16,-23,
US_MS_28147,2020-06-19,-58,-11,,,-31,
US_MS_28149,2020-06-19,0,1,0,,-36,9
US_MS_28151,2020-06-19,-3,25,,,-25,5
US_MS_28153,2020-06-19,-42,-14,,,-25,
US_MS_28155,2020-06-19,-44,-18,,,-28,
US_MS_28157,2020-06-19,,-22,,,-38,
US_MS_28159,2020-06-19,-27,-2,,,-24,
US_MS_28161,2020-06-19,,-8,,,-16,
US_MS_28163,2020-06-19,-3,-8,,,-24,
US_MT,2020-06-19,2,20,177,16,-25,2
US_MT_30001,2020-06-19,-39,-20,,,-22,
US_MT_30003,2020-06-19,-31,-7,,24,-21,
US_MT_30005,2020-06-18,,,,,-30,
US_MT_30007,2020-06-19,-67,-5,,,-25,
US_MT_30009,2020-06-19,-61,-21,,,-29,
US_MT_30013,2020-06-19,4,12,-11,-32,-24,4
US_MT_30017,2020-06-19,0,,,,-25,
US_MT_30021,2020-06-19,-60,-2,,,-18,
US_MT_30023,2020-06-19,-51,-12,,,-21,
US_MT_30027,2020-06-19,-38,-22,,,-19,
US_MT_30029,2020-06-19,7,25,170,19,-23,2
US_MT_30031,2020-06-19,-8,17,58,-24,-29,3
US_MT_30035,2020-06-19,-59,-17,,,-32,
US_MT_30041,2020-06-19,-32,4,,,-19,
US_MT_30043,2020-06-19,-64,,,,-28,
US_MT_30047,2020-06-19,34,-9,,,-23,1
US_MT_30049,2020-06-19,6,18,32,,-32,5
US_MT_30053,2020-06-19,3,-18,,,-17,
US_MT_30057,2020-06-19,-100,,-36,,-20,
US_MT_30061,2020-05-25,,-61,,,-52,
US_MT_30063,2020-06-19,-8,23,134,11,-32,4
US_MT_30067,2020-06-19,35,-16,,,-20,
US_MT_30073,2020-04-03,-56,,,,,
US_MT_30077,2020-06-18,,,,,-19,
US_MT_30081,2020-06-19,19,26,,,-18,0
US_MT_30083,2020-06-19,-43,-15,,,-26,
US_MT_30085,2020-06-19,-20,-20,,,-21,
US_MT_30087,2020-06-19,,,,,-24,
US_MT_30089,2020-06-19,-60,-24,,,-20,
US_MT_30093,2020-06-19,7,3,,24,-25,0
US_MT_30095,2020-06-19,-47,,,60,-27,
US_MT_30099,2020-06-10,,,,,-28,
US_MT_30105,2020-06-19,-68,,,,-13,
US_MT_30111,2020-06-19,-1,16,131,0,-23,4
US_NC,2020-06-19,-12,3,75,-23,-33,8
US_NC_37001,2020-06-19,-9,4,39,2,-31,9
US_NC_37003,2020-06-19,-11,8,,,-24,6
US_NC_37005,2020-06-19,-29,-5,,,-22,
US_NC_37007,2020-06-19,-13,-1,,,-25,
US_NC_37009,2020-06-19,-1,6,,,-21,
US_NC_37011,2020-06-19,-57,10,,,-16,
US_NC_37013,2020-06-19,-8,6,53,,-22,6
US_NC_37015,2020-06-19,-53,3,,,-17,
US_NC_37017,2020-06-19,-15,6,-27,,-25,6
US_NC_37019,2020-06-19,15,19,145,-18,-21,6
US_NC_37021,2020-06-19,-17,-4,77,-18,-35,8
US_NC_37023,2020-06-19,-4,5,22,,-21,7
US_NC_37025,2020-06-19,-6,4,33,-5,-37,9
US_NC_37027,2020-06-19,-2,3,0,,-24,8
US_NC_37029,2020-06-19,-46,,,,-29,
US_NC_37031,2020-06-19,34,36,184,,-18,4
US_NC_37033,2020-06-19,-28,4,,,-24,
US_NC_37035,2020-06-19,-8,3,-9,-3,-24,7
US_NC_37037,2020-06-19,-11,-1,-6,,-37,10
US_NC_37039,2020-06-19,8,18,,,-27,1
US_NC_37041,2020-06-19,-13,-5,,,-22,
US_NC_37043,2020-06-19,-54,-12,,,-23,
US_NC_37045,2020-06-19,-4,5,22,,-25,5
US_NC_37047,2020-06-19,5,7,,,-22,7
US_NC_37049,2020-06-19,-11,2,26,-18,-23,9
US_NC_37051,2020-06-19,-10,4,9,-2,-32,8
US_NC_37053,2020-06-19,103,-9,,,-23,7
US_NC_37055,2020-06-19,126,98,342,,-5,2
US_NC_37057,2020-06-19,-6,6,-10,16,-28,7
US_NC_37059,2020-06-19,-9,4,,14,-29,9
US_NC_37061,2020-06-19,-8,4,,3,-22,7
US_NC_37063,2020-06-19,-27,-7,9,-34,-46,14
US_NC_37065,2020-06-19,-4,7,,,-24,7
US_NC_37067,2020-06-19,-12,-2,53,-13,-37,9
US_NC_37069,2020-06-19,-13,5,,,-30,10
US_NC_37071,2020-06-19,-4,9,122,4,-30,7
US_NC_37073,2020-06-19,,,,,-28,
US_NC_37075,2020-06-19,,,,,-20,
US_NC_37077,2020-06-19,-9,7,,,-30,10
US_NC_37079,2020-06-19,-41,4,-17,,-23,
US_NC_37081,2020-06-19,-16,-1,64,-14,-37,10
US_NC_37083,2020-06-19,6,7,,,-25,7
US_NC_37085,2020-06-19,-9,0,-36,24,-32,9
US_NC_37087,2020-06-19,8,10,63,-1,-27,6
US_NC_37089,2020-06-19,-3,7,50,-24,-25,6
US_NC_37091,2020-06-19,-10,24,,,-23,
US_NC_37093,2020-06-19,-2,16,,,-29,8
US_NC_37097,2020-06-19,-6,9,82,7,-31,7
